ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
346	Mouse	mmu-miR-122	miRNA	high glucose (HG)	diabetic nephropathy (DN)	Mouse podocytes (MPC5)	high glucose treatment	upregulated	30095204
347	Mouse	mmu-miR-122	miRNA	high doses of acetaminophen (APAP)	drug-induced liver injury (DILI)	mouse liver tissues	high doses of acetaminophen (APAP) treatment	upregulated	30381674
348	Mouse	mmu-miR-122	miRNA	high fat diet (HFD)	epithelial-mesenchymal transition (EMT)	aortic tissues; serum	high fat diet (HFD) feed	MiR-122 is upregulated in aortic tissues of ApoE-/- mice fed with HFD.	33278397
349	Mouse	mmu-miR-122	miRNA	short form augmenter of liver regeneration (sfALR)	fatty liver disease	The BALB/c mouse liver parenchymal cells	short form augmenter of liver regeneration (sfALR) treatment	upregulated	26476698
350	Mouse	mmu-miR-122	miRNA	carbon tetrachloride (CCl4)	fibrosis	liver tissue of mice	CCl4 treatment	downregulated	23178710
351	Mouse	mmu-miR-122	miRNA	ischemia	liver damage	liver tissues	serum levels hepatic ischaemia and reperfusion (I/R) injury treatment	upregulated	25039534
352	Mouse	mmu-miR-122	miRNA	TGF-¦Â	hepatic fibrogenesis	"hepatic stellate cells (HSCs) and fibroblasts, the major sources of fibrogenic cells in liver tissues"	TNF-¦Átreatment treatment	downregulated	25909171
353	Mouse	mmu-miR-122	miRNA	methionine choline-deficient diet (MCD)	liver damage	liver tissues	MCD treatment	upregulated	24217942
354	Mouse	mmu-miR-122	miRNA	leptin	hepatic stellate cell (HSC) activation	hepatic stellate cell (HSC)	leptin treatment	leptin reduced miR-122 level.	29248466
355	Mouse	mmu-miR-122	miRNA	ethanol (EtOH)	liver damage	liver mononuclear cells and Kupffer cells	ethanol treatment	upregulated	25973575
356	Mouse	mmu-miR-122	miRNA	acetaminophen (APAP)	hepatotoxicity	C57BL/6J mice serum	acetaminophen (APAP) treatment	upregulated in early and progressively up to 6 h in the serum	28755860
357	Mouse	mmu-miR-122	miRNA	paracetamol	hepatotoxicity	Pentoject-culled C57BL/6J mice serum	paracetamol treatment	upregulated in serum	30090508
358	Mouse	mmu-miR-122	miRNA	high fat diet (HFD)	high fat diet?influence	liver tissue	high fat diet (HFD) feed	upregulated	19835573
359	Mouse	mmu-miR-122	miRNA	angiotensin II (Ang II)	hypertension	kidney tissues	angiotensin II (Ang II) treatment	upregulated	30256768
360	Mouse	mmu-miR-122	miRNA	lychee pulp phenolics (LPPs)	hypolipidemic mechanism	high-fat diet (HFD) mouse hepatocytes	lychee pulp phenolics (LPPs) treatment	downregulated in mouse hepatocytes	28121324
361	Mouse	mmu-miR-122	miRNA	penetrating keratoplasty (PKP)	corneal transplantation rejection	BALB/c mice	"the recipients were BALB/s mice, and the donors were C57BL/6 mice. The diameter of the corneal graft was 2?mm treatment"	downregulated	28540063
362	Mouse	mmu-miR-122	miRNA	lipopolysaccharide (LPS)	inflammation	blood	lipopolysaccharide (LPS) treatment	upregulated	27477940
363	Mouse	mmu-miR-122	miRNA	dextran-iron	iron overload (IO)	C57BL/6 mice	feeding mice a 3% dextran-iron diet	downregulated	29176318
364	Mouse	mmu-miR-122	miRNA	oxygen glucose deprivation (OGD)	ischemic brain injury	mouse N2A neuroblastoma (N2A) cells	oxygen-glucose deprivation (OGD) treatment	miR-122 expression was significantly decreased in both N2A cells after OGD	29715465
365	Mouse	mmu-miR-122	miRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	N2a cells	oxygen and glucose deprivation (OGD) treatment	downregulated	33177827
366	Mouse	mmu-miR-122	miRNA	leishmania	leishmaniasis	"the liver and J774 macrophages, and in spleens from infected mice"	Leishmania infection	upregulated	29943317
367	Mouse	mmu-miR-122	miRNA	dietary methyl deficiency	hepatocellular carcinoma (HCC)	the liver tissues	Dietary methyl deficiency treatment	downregulated	20436259
368	Mouse	mmu-miR-122	miRNA	silymarin (Sm)	liver damage	blood and liver tissues	silymarin (Sm) treatment	upregulated	31811641
369	Mouse	mmu-miR-122	miRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	liver damage	mouse liver cells	"2, 3, 7, 8-tetrachlorodi-benzo-p-dioxin (TCDD) treatment"	"TCDD dysregulates the expression of miR101a and miR122 and that COX-2, a target gene of miR101a, plays a significant role in liver damage in mice exposed to TCDD."	21602190
370	Mouse	mmu-miR-122	miRNA	leptin	liver fibrosis	HCS were isolated from adult Kunming mice	leptin treatment	downregulated	29054053
371	Mouse	mmu-miR-122	miRNA	"1,4-bis[2-(3,5-dichloropyridyloxy)]benzene (TCPOBOP)"	liver growth	C57BL/6J male mice liver	"1,4-bis[2-(3,5-dichloropyridyloxy)]benzene (TCPOBOP) treatment"	upregulated in liver	28095325
372	Mouse	mmu-miR-122	miRNA	acetaminophen (APAP)	liver damage	liver tissues	acetaminophen (APAP) treatment	upregulated	19246379
373	Mouse	mmu-miR-122	miRNA	bile duct ligation (BDL)	liver damage	Serum	bile-duct ligation (BDL) treatment	Serum miR-122 increased significantly after BDL-induced cholestatic injury	24086271
374	Mouse	mmu-miR-122	miRNA	isoniazid (INH)	liver damage	liver tissues	isoniazid treatment	downregulated	26535639
375	Mouse	mmu-miR-122	miRNA	isoniazid (INH)	liver damage	liver tissues	isoniazid (INH) treatment	downregulated	27446292
376	Mouse	mmu-miR-122	miRNA	isoniazid (INH)	liver damage	liver tissues	isoniazid (INH) treatment	upregulated	29554950
377	Mouse	mmu-miR-122	miRNA	resveratrol	hepatic steatosis	Sprague-Dawley rats	resveratrol (RS) treatment	downregulated	28375178
378	Mouse	mmu-miR-122	miRNA	free fatty acids (FFAs) inducer CL316243	metabolic syndrome	C57BL/6 mice livers	CL316243 treatment	upregulated	28802563
379	Mouse	mmu-miR-122	miRNA	ischemia/reperfusion (I/R) 	myocardial ischaemic injury	mouse plasma;Bone marrow-derived macrophage (BMDM);Rat neonatal CMs	ischemia/reperfusion (I/R) treatment	differently regulated	28768728
380	Mouse	mmu-miR-122	miRNA	"berberis aristata, elaeis guineensis?and?coffea canephora"	nonalcoholic fatty liver disease (NAFLD)	mouse liver tissues	"Berberis Aristata, Elaeis Guineensis?and?Coffea Canephora treatment"	both these miRNAs had similar levels to SD-mice in HFD+E-mice	33924725
381	Mouse	mmu-miR-122	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	31126802
382	Mouse	mmu-miR-122	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	mouse liver tissues	high fat diet (HFD) feed	both these miRNAs had similar levels to SD-mice in HFD+E-mice	33924725
383	Mouse	mmu-miR-122	miRNA	methionine choline-deficient diet (MCD)	nonalcoholic fatty liver disease (NAFLD)	liver tissue	methionine and choline-deficient treatment	MiR-122 levels increased	24217942
384	Mouse	mmu-miR-122	miRNA	silybin	nonalcoholic fatty liver disease (NAFLD)	FaO cells	silybin treatment	upregulated	31816412
385	Mouse	mmu-miR-122	miRNA	isochlorogenic acid B (ICAB)	nonalcoholic steatohepatitis (NASH)	NASH mouse liver tissues	Isochlorogenic acid B (ICAB) treatment	upregulated	30180301
386	Mouse	mmu-miR-122	miRNA	methionine choline-deficient diet (MCD)	nonalcoholic steatohepatitis (NASH)	liver tissues	methionine- and choline-deficient (MCD) diet feed	downregulated	30180301
387	Mouse	mmu-miR-122	miRNA	high concentration of free fatty acids	nonalcoholic steatohepatitis (NASH)	NCTC-1469 cells	high concentration of free fatty acids treatment	miR-122 levels was downregulated in HFFA-induced NASH cell-like model.	32054840
388	Mouse	mmu-miR-122	miRNA	isochlorogenic acid B (ICAB)	nonalcoholic steatohepatitis (NASH)	non-alcoholic steatohepatitis (NASH) rats liver tissues	Isochlorogenic acid B (ICAB) treatment	upregulated	30180301
389	Mouse	mmu-miR-122	miRNA	metformin (Met)	nonalcoholic steatohepatitis (NASH)	liver tissues	metformin treatment	downregulated	25672270
390	Mouse	mmu-miR-122	miRNA	methionine choline-deficient diet (MCD)	nonalcoholic steatohepatitis (NASH)	liver tissues	methionine- and choline-deficient (MCD) diet feed	downregulated	30180301
391	Mouse	mmu-miR-122	miRNA	methionine choline-deficient diet (MCD)	nonalcoholic steatohepatitis (NASH)	liver tissues	were fed a methionine-choline-deficient (MCD) diet for eight weeks treatment	upregulated	25269746
392	Mouse	mmu-miR-122	miRNA	streptozocin (STZ)	nonalcoholic steatohepatitis (NASH)	high-fat diet mouse	STZ treatment	downregulated	29216638
393	Mouse	mmu-miR-122	miRNA	streptozocin (STZ)	nonalcoholic steatohepatitis-hepatocellular carcinoma (NASH-HCC)	high fat dietmouse liver	STZ treatment	upregulated in liver	28345673
394	Mouse	mmu-miR-122	miRNA	aerobic training	obesity	exosomes of serum	aerobic training	downregulated	32744099
395	Mouse	mmu-miR-122	miRNA	monosodium glutamate (MSG)	obesity	liver tissues	monosodium glutamate (MSG)-injected mice with developed central obesity treatment	dysregulated	24465854
396	Mouse	mmu-miR-122	miRNA	hepatocarcinogen diethylnitrosamine (DEN)	pathological changes in the brain	liver tissue of mice	hepatocarcinogen diethylnitrosamine (DEN) treatment	upregulated	24113455
397	Mouse	mmu-miR-122	miRNA	testosterone	prostate cancer	female mouse liver	Testosterone treatment	"upregulation of the 6 miRNAs miR-22, miR-690, miR-122, let-7A, miR-30D and let-7D"	20600201
398	Mouse	mmu-miR-122	miRNA	soluble egg antigen (SEA)of Schistosoma japonicum	schistosomiasis	mouse hepatocytes (AML12)	SEA treatment	upregulated	29469324
399	Mouse	mmu-miR-122	miRNA	streptozocin (STZ)	smooth muscle cell differentiation	mouse liver	streptozotocin (STZ) treatment	Upregulation of miR-34a and downregulated of miR-122 was found in livers of STZ-induced diabetic mice	19372595
400	Mouse	mmu-miR-122	miRNA	"TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin)"	thymic atrophy and alterations in T cell differentiation	fetal thymocytes of mice	"TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) treatment"	upregulated	23024791
401	Mouse	mmu-miR-122	miRNA	atorvastatin	type 2 diabetes mellitus (T2DM)	C57Bl/6 mice	injected once a day with 20 mg/kg atorvastatin intraperitoneally for 5 days	downregulated	27899485
402	Mouse	mmu-miR-122-3p	miRNA	acetaminophen (APAP)	liver damage	mouse serum	acetaminophen (APAP) treatment	upregulated	30844585
403	Mouse	mmu-miR-122-3p	miRNA	diosbuibin B (DB)	liver damage	mouse serum	diosbuibin B (DB) treatment	upregulated	30844585
404	Mouse	mmu-miR-122-3p	miRNA	ethyl acetate fraction of airpotato yam	liver damage	ICR and C57BL/6 mice	treat with ethyl acetate fraction of airpotato yam	significantly upregulated with no significant elevation of serum ALT/AST activity	28844483
405	Mouse	mmu-miR-122-3p	miRNA	monocrotaline (MCT)	liver damage	mouse serum	monocrotaline (MCT) treatment	upregulated	30844585
406	Mouse	mmu-miR-122-3p	miRNA	toosendanin (TSN)	liver damage	mouse serum	toosendanin (TSN) treatment	upregulated	30844585
407	Mouse	mmu-miR-1224	miRNA	alcohol	alcoholic liver disease (ALD)	mouse liver cells	Lieber-DeCarli alcohol treatment	upragulated	19572984
408	Mouse	mmu-miR-1224	miRNA	methionine choline-deficient diet (MCD)	alcoholic liver disease (ALD)	liver tissues	methionine-choline-deficient (MCD) diets treatment	upragulated	19572984
409	Mouse	mmu-miR-1224	miRNA	clamping the renal pedicle	bilateral renal ischemia	C57Bl/6 mice plasma and kidneys	clamping the renal pedicle treatment	upregulated	24695114
410	Mouse	mmu-miR-1224	miRNA	lipopolysaccharide (LPS)	glioblastoma multiforme (GBM)	spleens of mice	lipopolysaccharide (LPS)? treatment	upregulated	21320120
411	Mouse	mmu-miR-1224	miRNA	dopamine	neurodegeneration (ND)	N2a cells	dopamine treatment	downregulated	30738894
412	Mouse	mmu-miR-1224	miRNA	total-body irradiation (TBI)	radiation nephropathy	mouse urinary	a single LD50 of total-body irradiation (TBI) or clinically relevant fractionated doses (2 Gy twice daily for 3 days) treatment	upregulated in mouse urinary	28977780
413	Mouse	mmu-miR-1224-5p	miRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	bordetella pertussis infection	Pertussis Toxin (PTX) treated mice CD4+ T cells	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	downregulated	31681214
414	Mouse	mmu-miR-1225-5p	miRNA	nuclear factor kappa-¦¢ ligand (RANKL)	osteoclastogenesis	bone marrow-derived macrophages (BMMs)	nuclear factor kappa-¦¢ ligand (RANKL) treatment	downregulated	31017694
415	Mouse	mmu-miR-1225-5p	miRNA	streptozocin (STZ)	type 1 diabetes mellitus (T1DM)	serum	streptozocin (STZ) treatment	Secretions of miR-1225-5p was significantly increased in streptozotocin-treated mice	29370422
416	Mouse	mmu-miR-122-5p	miRNA	acetaminophen (APAP)	acetaminophen (APAP)-induced liver injury (AILI)	serums	acetaminophen (APAP) treatment	upregulated	32779042
417	Mouse	mmu-miR-122-5p	miRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	renal cortex	lipopolysaccharide (LPS) treatment	upregulated	33782973
418	Mouse	mmu-miR-122-5p	miRNA	concanamycin A (Con A)	acute liver failure (ALF)	RAW264.7 cells	concanavalin A (Con A) treatment	upregulated	32739513
419	Mouse	mmu-miR-122-5p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	Murine lung vascular endothelial cells (MLECs); lung tissues	lipopolysaccharide (LPS) treatment	upregulated	32470454
420	Mouse	mmu-miR-122-5p	miRNA	apigenin	cardiac fibrosis	TGF-¦Â1-treated mouse cardiac fibroblasts	apigenin treatment	upregulated	33607460
421	Mouse	mmu-miR-122-5p	miRNA	TGF-¦Â1	cardiac fibrosis	Mouse cardiac fibroblasts	TGF-¦Â1 treatment	downregulated	33607460
422	Mouse	mmu-miR-122-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	Plasma	doxorubicin (DOX) treatment	downregulated	30627229
423	Mouse	mmu-miR-122-5p	miRNA	acetaminophen (APAP)	drug-induced liver injury (DILI)	plasma	acetaminophen (APAP) treatment	miR-122-5p and miR-192-5p were consistently upregulated in early to late stages of all the liver injury models.	30125006
424	Mouse	mmu-miR-122-5p	miRNA	¦¤9-tetrahydrocannabinol (THC) and Cannabidiol (CBD)	experimental autoimmune encephalomyelitis (EAE)	murine brain-derived CD4+ T cells	¦¤9-tetrahydrocannabinol (THC) and Cannabidiol (CBD) combination treatment	downregulated	31497013
425	Mouse	mmu-miR-122-5p	miRNA	fluke Fasciola gigantica (FgESPs)	F. gigantica infection	liver tissues	fluke Fasciola gigantica (FgESPs) infection	downregulated	33332355
426	Mouse	mmu-miR-122-5p	miRNA	perfluorooctanoic acid	hepatotoxicity	liver tissues	Perfluorooctanoic acid (PFOA) exposure treatment	upregulated	24459700
427	Mouse	mmu-miR-122-5p	miRNA	Vaccination during Crisis of Plasmodium chabaudi Blood-Stage Malaria	plasmodium chabaudi infection	Balb/c Mice liver	infect with Vaccination treatment	downregulated in the Liver	28123381
428	Mouse	mmu-miR-122-5p	miRNA	cadmium (Cd)	toxic effects of cadmium	rat kidneys; NRK-52E	cadmium (Cd) treatment	upregulated	31626960
429	Mouse	mmu-miR-122-5p	miRNA	5-chloro-N-[4-chloro-3-(trifluoromethyl)phenyl]thiophene-2-sulfonamide (FX5)	type 2 diabetes mellitus (T2DM)	mouse primary hepatocytes	5-chloro-N-[4-chloro-3-(trifluoromethyl)phenyl]thiophene-2-sulfonamide (FX5)  treatment	FX5 antagonized Dex or glucagon- induced enhancement on miR122-5p expression.	33316780
430	Mouse	mmu-miR-122-5p	miRNA	dexamethasone (DEX)	type 2 diabetes mellitus (T2DM)	mouse primary hepatocytes	dexamethasone (DEX) treatment	upregulated	33316780
431	Mouse	mmu-miR-122-5p	miRNA	glucagon	type 2 diabetes mellitus (T2DM)	mouse primary hepatocytes	glucagon treatment	upregulated	33316780
432	Mouse	mmu-miR-122?5p	miRNA	carbon tetrachloride (CCl4)	hepatotoxicity	blood	carbon tetrachloride (CCl4) treatment	upregulated	32528856
433	Mouse	mmu-miR-122a	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	intestinal inflammation	mice enterocytes	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	21763238
434	Mouse	mmu-miR-122a	miRNA	tert-butyl hydroperoxide (TBHP)	oxidative stress	adult male mice strain Balb/c	TBHP treatment	differently regulated	25141839
435	Mouse	mmu-miR-124	miRNA	candida albicans (C. albicans)	acute kidney injury (AKI)	kidney tissues	candida albicans infection	downregulated	29568906
436	Mouse	mmu-miR-124	miRNA	itraconazole (ITR)	acute kidney injury (AKI)	candidiasis-induced acute kidney injury (AKI) mouse kidney tissues	itraconazole (ITR) treatment	upregulated	29568906
437	Mouse	mmu-miR-124	miRNA	d-galactosamine and lipopolysaccharide (LPS)	acute liver injury (ALI)	liver tissues and cells	d-galactosamine and lipopolysaccharide treatment	upregulated	31628693
438	Mouse	mmu-miR-124	miRNA	sedum sarmentosum extract	acute liver injury (ALI)	liver tissues	S. sarmentosum extract treatment	miR-124 was increased in liver tissues after S sarmentosum extract was administered	32178661
439	Mouse	mmu-miR-124	miRNA	forsythoside A (FA)	acute lung injury (ALI)	MLE-12 cells	forsythoside A (FA) treatment	miR-124 expression was upregulated after FA treatment.	32987027
440	Mouse	mmu-miR-124	miRNA	H2O2	acute lung injury (ALI)	primary mouse lung epithelial cells (LECs)	H2O2 treatment	downregulated	31938089
441	Mouse	mmu-miR-124	miRNA	hyperoxia	acute lung injury (ALI)	primary mouse lung epithelial cells (LECs)	hyperoxia treatment	downregulated	31938089
442	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharides (LPS) treatment	downregulated	31476692
443	Mouse	mmu-miR-124	miRNA	Mito-TEMPO	acute lung injury (ALI)	hyperoxia-/H2O2-treated primary mouse lung epithelial cells (LECs)	Mito-TEMPO treatment	upregulated	31938089
444	Mouse	mmu-miR-124	miRNA	N-acetyl-L-cysteine (NAC)	acute lung injury (ALI)	hyperoxia-/H2O2-treated primary mouse lung epithelial cells (LECs)	N-acetyl-L-cysteine (NAC) treatment	upregulated	31938089
445	Mouse	mmu-miR-124	miRNA	lithium (Li)	acute poststroke	brain tissues	lithium (1 mg/kg bolus followed by 2 mg/kg/day over up to 7 days) was intraperitoneally administered starting 0-9 h after reperfusion onset	upregulated in brain	27126323
446	Mouse	mmu-miR-124	miRNA	insulin	adipogenesis	3T3-L1 cells	Insulin treatment	"insulin-induced miR-124 plays a pivotal role in post-transcriptional regulation of Dlx5 during adipogenic differentiation and that miR-124 exerts pro-adipogenic effects by targeting Dlx5, at least in part"	23648570
447	Mouse	mmu-miR-124	miRNA	"3,4-dihydroxyphenylethanol (DOPET)"	Alzheimer's disease (AD)	oA42i (oligomeric amyloid ¦Â1-42 plus ibotenic acid) induced AD mouse hippocampi	"3,4-dihydroxyphenylethanol (DOPET) treatment"	upregulated	29901389
448	Mouse	mmu-miR-124	miRNA	bilateral common carotid artery occlusion (2-VO)	Alzheimer's disease (AD)	hippocampus tissues of AD mouse	bilateral common carotid artery?occlusion (2VO) induce	The expression of miR-124 was significantly downregulated in 2VO-induced AD mice models	31743528
449	Mouse	mmu-miR-124	miRNA	H2O2	Alzheimer's disease (AD)	N2a mouse neuroblastoma cells	Hydrogen peroxide (H2O2)?treatment	The expression of miR-124 was significantly downregulated in H2O2-treated N2a cells	31743528
450	Mouse	mmu-miR-124	miRNA	oA42i (oligomeric amyloid ¦Â1-42 plus ibotenic acid)	Alzheimer's disease (AD)	hippocampi	oA42i (oligomeric amyloid ¦Â1-42 plus ibotenic acid) treatment	downregulated	29901389
451	Mouse	mmu-miR-124	miRNA	streptozocin (STZ)	Alzheimer's disease (AD)	mouse brain tissues	streptozocin treatment	downregulated	31014193
452	Mouse	mmu-miR-124	miRNA	H2O2	Alzheimer's disease (AD)	N2a cells	Hydrogen peroxide (H2O2 ) treatment	miR-124 expression level was upregulated in H2O2-treated N2a cells.	31743528
453	Mouse	mmu-miR-124	miRNA	ischemia	apoptosis	brain tissues	ischemia?treatment	upregulated	23826665
454	Mouse	mmu-miR-124	miRNA	folate	apoptosis	mouse embryonic stem cells (mESCs)	folate deficiency induced	upregulated	22828209
455	Mouse	mmu-miR-124	miRNA	arsenite	arsenic induted deficits in differentiation	prenatal C57BL/6 mouse brain	arsenic (As) exposure	downregulated	27751817
456	Mouse	mmu-miR-124	miRNA	metformin (Met)	atherosclerosis (AS)	carotid	Metformin treatment	Administration of metformin reduced miR-124 expression.	29502204
457	Mouse	mmu-miR-124	miRNA	IL-4 and IL-13	breast cancer	macrophages	IL-4 and IL-13 treatment	upregulated	24358127
458	Mouse	mmu-miR-124	miRNA	doxorubicin (DOX)	cardiac injury	heart sissues; primary cardiomyocytes	doxorubicin treatment	MiR-124 was downregulated in Dox-induced cardiac injury.	31672275
459	Mouse	mmu-miR-124	miRNA	doxorubicin (DOX)	cardiotoxicity	heart tissues and primary cardiomyocytes	doxorubicin treatment	downregulated	31672275
460	Mouse	mmu-miR-124	miRNA	melatonin	cell proliferation	hippocampus dentate gyrus tissues	melatonin treatment	upregulated	31169197
461	Mouse	mmu-miR-124	miRNA	paclitaxel (PTX)	chemotherapy-induced peripheral neuropathy (CiPN)	mouse dorsal root ganglion (DRG) and sciatic nerve tissues	Paclitaxel treatment	upregulated	30677061
462	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	cholinergic anti-inflammatory action	Mouse macrophage cell line RAW264.7 ;human HEK293 cell line	lipopolysaccharide (LPS) treatment	miR-124 is upregulated by cholinergic agonists in LPS-exposed cells and mice	23979021
463	Mouse	mmu-miR-124	miRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	chondrogenesis	C3H10T1/2 cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	28979686
464	Mouse	mmu-miR-124	miRNA	hypoxia	chondrogenesis	C3H10T1/2 cells	under hypoxic conditions (2% O2)	downregulated	28979686
465	Mouse	mmu-miR-124	miRNA	collagen	collagen-induced arthritis (CIA)	synovial tissues	collagen treatment	downregulated	33337986
466	Mouse	mmu-miR-124	miRNA	vitamin D	collagen-induced arthritis (CIA)	Th17 cells	vitamin D (VD) treatment	upregulated	30792721
467	Mouse	mmu-miR-124	miRNA	kainic acid (KA)	convulsive seizures	hippocampal neural stem/progenitor cells (NSPCs)	kainic acid (KA) treatment	upregulated	30837840
468	Mouse	mmu-miR-124	miRNA	oxidized low density lipoprotein (ox-LDL)	coronary artery disease (CAD)	RAW264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	downregulated	32611832
469	Mouse	mmu-miR-124	miRNA	resveratrol	experimental autoimmune encephalomyelitis (EAE)	encephalitogenic CD4+ T cells from EAE mice	"Resveratrol (3,5,4'-trihydroxy-trans-stilbene) (RES) treatment"	upregulated	30941623
470	Mouse	mmu-miR-124	miRNA	TGF-¦Â1	fibrogenesis	Lung resident mesenchymal stem cells (LR-MSCs)	transforming growth factor (TGF)-¦Â1 treatment	upregulated	30802451
471	Mouse	mmu-miR-124	miRNA	angiotensin II (Ang II)	heart failure (HF)	heart tissues	angiotensin II (Ang II) treatment	upregulated	29581851
472	Mouse	mmu-miR-124	miRNA	shikonin	heart failure (HF)	heart tissues	Shikonin treatment	downregulated	31604527
473	Mouse	mmu-miR-124	miRNA	morphine	immune response	microglia	morphine treatment	upregulated	25539811
474	Mouse	mmu-miR-124	miRNA	IL-1¦Â	inflammation	ATDC5 cells	interleukin-1¦Â treatment	downregulated	31608709
475	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	inflammation	Mouse macrophage cell line RAW264.7	lipopolysaccharide (LPS) treatment	upregulated	27063215
476	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	inflammation	ATDC5 cells	lipopolysaccharide (LPS) treatment	downregulated	31190561
477	Mouse	mmu-miR-124	miRNA	lycium barbarum polysaccharide (LBP)	inflammation	interleukin-1¦Â-treated ATDC5 cells	Lycium barbarum polysaccharide (LBP) treatment	upregulated	31608709
478	Mouse	mmu-miR-124	miRNA	bacillus calmette-guerin (BCG)	inflammatory response	RAW264.7 AM cells	bacillus calmette-guerin (BCG) treatment	upregulated	24995397
479	Mouse	mmu-miR-124	miRNA	ischemia	ischemia/reperfusion (I/R) injury	cerebral cortex and hippocampus	Ischemic preconditioning and ischemic postconditioning (IPostC) treatment	downregulated	27485299
480	Mouse	mmu-miR-124	miRNA	chronic unpredictable mild stress (CUMS)	major depressive disorder (MDD)	hippocampus tissues	chronic unpredictable mild stress (CUMS) treatment	downregulated	31626919
481	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	major depressive disorder (MDD)	BV2 cells	lipopolysaccharide (LPS) treatment	downregulated	31626919
482	Mouse	mmu-miR-124	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	precursors	methamphetamine (METH) treatment	downregulated	29516602
483	Mouse	mmu-miR-124	miRNA	mycobacterium bovis bacille Calmette-Gu¨¦rin (BCG)	mycobacterium tuberculosis (Mtb) infection	female C57/BL6 mice	infect with Mycobacterium bovis BCG treatment	upregulated in lungs	24705038
484	Mouse	mmu-miR-124	miRNA	H2O2	myocardial infarction (MI)	neonatal rat ventricular myocytes (NRVMs)	H2O2 treatment	miR-124 was significantly upregulated in a mice model of MI and in neonatal rat ventricular myocytes (NRVMs) with H2O2 treatment.	30439699
485	Mouse	mmu-miR-124	miRNA	H2O2	myocardial infarction (MI)	primary cardiomyocyte	H2O2 treatment	upregulated	31100313
486	Mouse	mmu-miR-124	miRNA	hypoxia	myocardial infarction (MI)	primary cardiomyocyte	hypoxia induce	upregulated	31100313
487	Mouse	mmu-miR-124	miRNA	hypoglossal nerve injury	nerve injury	injured hypoglossal motor neurons	injury mouse nerve treatment	downregulated	24184980
488	Mouse	mmu-miR-124	miRNA	retinoic acid (RA)	cell differentiation	L929 cells	retinoic acid? treatment	upregulated	31823894
489	Mouse	mmu-miR-124	miRNA	ketamine	neurodegeneration (ND)	murine hippocampus	high-dosage ketamine treatment	upregulated	24825585
490	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	neuroinflammation	N9 microglia	lipopolysaccharide (LPS) treatment	downregulated	28096568
491	Mouse	mmu-miR-124	miRNA	cocaine	neuronal adaptations	NG-108-15 cells£» HEK293T cells	cocaine treatment	"LV-miR-124 and let-7d expression in the NAc attenuates cocaine CPP, whereas LV-miR-181a enhances it"	21307844
492	Mouse	mmu-miR-124	miRNA	cocaine	neuronal function	mouse nucleus accumbens (NAc)	cocaine treatment	cocaine treatment persistently downregulated miR-124 in NAc.	32641757
493	Mouse	mmu-miR-124	miRNA	extra-virgin olive oil rich in phenols (H-EVOO)	neuronal function	cortex	H-EVOO treatment	upregulated	26695409
494	Mouse	mmu-miR-124	miRNA	ketamine	neurotoxicity	Hippocampal	ketamine treatment	upregulated	24825585
495	Mouse	mmu-miR-124	miRNA	morphine	opioid-induced damage to microglia	mouse BV2 cells	morphin treatment	upregulated	25539811
496	Mouse	mmu-miR-124	miRNA	IL-6	osteoclastogenesis	M-CSF stimulated mouse bone marrow-derived macrophages	IL-6 treatment	downregulated	30547186
497	Mouse	mmu-miR-124	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	osteoclastogenesis	M-CSF stimulated mouse bone marrow-derived macrophages	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	30547186
