ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
238	Mouse	Gm11985	lncRNA	propofol (PPF)	acute neurotoxicity	hippocampus	propofol treatment	downregulated	30261491
239	Mouse	Gm12840	lncRNA	TGF-¦Â1	ischemia/reperfusion (I/R) injury	kidney tissues	TGF-¦Â1 treatment	LncRNA (Gm12840) could act as a sponge for miR-677-5p to mediate fibroblast activation induced by TGF-¦Â1 via the WISP1/PKB (Akt) signaling pathway	33351669
240	Mouse	Gm13133	lncRNA	cold	obesity	mouse brown adipose	cold treatment	upregulated	28247947
241	Mouse	Gm13133	lncRNA	"¦Â3 -adrenergic agonist ,cAMP"	obesity	mouse brown adipose	¦Â3 -adrenergic agonist and cAMP treatment	upregulated	28247947
242	Mouse	Gm13372	lncRNA	dexamethasone (DEX)	asthma	lung tissues	dexamethasone (Dex) treatment	Gm13372 was upregulated in the Dex group compared with that in the Model group.	32222886
243	Mouse	Gm13910	lncRNA	chronic intermittent hypoxia (CIH)	atherosclerosis (AS)	aorta tissues	Chronic intermittent hypoxia (CIH) treatment	upregulated	32328084
244	Mouse	Gm14205	lncRNA	hormone	postpartum depression (PPD)	hippocampus	hormone treatment	Gm14205 induces astrocytic NLRP3 inflammasome activation via inhibiting oxytocin receptor in postpartum depression.	32706026
245	Mouse	Gm14461	lncRNA	lipopolysaccharide (LPS)	trigeminal neuralgia (TN)	astrocytes	lipopolysaccharide (LPS) treatment	Silencing of lncRNA Gm14461 alleviates pain in trigeminal neuralgia through inhibiting astrocyte activation.	33141516
246	Mouse	Gm15621	lncRNA	sevoflurane (SEV)	cognitive impairment	primary hippocampal neuron cells	sevoflurane exposure treatment	The expression of lncRNA Gm15621 was decreased with the development of sevoflurane exposure	31264218
247	Mouse	Gm15621	lncRNA	sevoflurane (SEV)	cognitive impairment	Primary hippocampal neuron cells	"To establish an in vitro sevoflurane©\ induced neurotoxicity model, the primary hippocampal neuron cells were treated with different concentrations of sevoflurane for 6 hr treatment"	lncRNA Gm15621 located in the cytoplasm The expression of lncRNA Gm15621 was decreased with the development of sevoflurane exposure Overexpression of lncRNA Gm15621 significantly reduced the apoptosis and cell survival rates	31264218
248	Mouse	Gm15622	lncRNA	metformin (Met)	nonalcoholic fatty liver disease (NAFLD)	AML-12 cells	metformin treatment	Metformin suppresses Gm15622 and alleviates NAFLD-associated lipid deposition in mice.	32229588
249	Mouse	Gm15645	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	primary mouse podocyte cells	high glucose (HG) treatment	Gm15645 was significantly downregulated in podocytes under high glucose conditions.	30132544
250	Mouse	Gm15834	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	The cardiomyocyte-like HL-1 cell lines	angiotensin II (Ang II) treatment	upregulated	33130312
251	Mouse	Gm15834	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	HL-1 cells	angiotensin II (Ang II) treatment	upregulated	33130312
252	Mouse	Gm15851	lncRNA	prenatal nicotine exposure (PNE)	POMC neuronal development and/or function	POMC neurons	prenatal nicotine exposure (PNE) treatment	upregulated	27609221
253	Mouse	Gm16343	lncRNA	IL-36¦Â	colorectal cancer (CRC)	CD8+ T cells	interleukin 36¦Â treatment	upregulated	31684829
254	Mouse	Gm16410	lncRNA	particulate matter (PM2.5)	PM2.5-induced lung inflammation	RAW264.7 cells	fine particulate matter (PM2.5) treatment	"The result showed that a significant reduction in expression of one lncRNA, identified as lncGm16410, was observed in the lung of mice and RAW2647 cells following exposure to PM25"	33796524
255	Mouse	Gm16410	lncRNA	particulate matter (PM2.5)	lung fibrosis	mouse pulmonary vascular endothelial cells (MHCs)	PM2.5 exposure treatment	The involvement of lncRNA Gm16410 in PM25-induced EndMT highlights the potential of lncRNA to promote pulmonary fibrosis under environmental pollution	32961493
256	Mouse	Gm17501	lncRNA	dexamethasone (DEX)	asthma	lung tissues	dexamethasone (Dex) treatment	Gm13372 was upregulated in the Dex group compared with that in the Model group.	32222886
257	Mouse	Gm20319	lncRNA	subchronic deoxynivalenol (DON)	liver damage	liver tissues; Hepa 1-6 cells	subchronic deoxynivalenol (DON) exposure treatment	upregulated	32439590
258	Mouse	Gm20471	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	30193772
259	Mouse	Gm2199	lncRNA	carbon tetrachloride (CCl4)	liver damage	liver tissues; AML12 cells	carbon tetrachloride (CCl4) treatment	Gm2199 was downregulated in both damaged livers and hepatocyte lines.	29789577
260	Mouse	Gm26917	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mesangial cell	?high glucose (HG)?treatment treatment	The expression of Gm26917 was induced by HG but weakened by RSG	33790061
261	Mouse	Gm26917	lncRNA	rosiglitazone	diabetic nephropathy (DN)	mesangial cell	Rosiglitazone (RSG) treatment	The expression of Gm26917 was induced by HG but weakened by RSG	33790061
262	Mouse	Gm34934	lncRNA	"phthalic acid mono-2-ethylhexyl ester (MEHP, bio-metabolite of DEHP)"	rheumatoid arthritis (RA)	TM3 Leydig cells	"phthalic acid mono-2-ethylhexyl ester (MEHP, bio-metabolite of DEHP) treatment"	upregulated	33360214
263	Mouse	Gm43050	lncRNA	sevoflurane (SEV)	sevoflurane-induced abnormal cognition	primary hippocampal neurons	sevoflurane treatment	Overexpression of lncRNA Gm43050 alleviates apoptosis and inflammation response induced by sevoflurane treatment by regulating miR-640/ZFP91	32913509
264	Mouse	Gm43181	lncRNA	ventilator	ventilator-induced lung injury (VILI)	mouse lung tissues	ventilator treatment	lncRNA Gm43181 might be related to lung damage and neutrophil activation via chemokine receptor chemokine (C-X-C) receptor 2	30784114
265	Mouse	Gm43652	lncRNA	adipogenesis medium	muscle cells during adipogenic transdifferentiation	C2C12 cells	"adipogenesis medium (DMEM-F12, 20% fetal calf serum, 10 ?g/mL insulin, 1 ?M dexamethasone, 0.5 mM 3-isobutyl-1-methylxanthine, and 10 ?M rosiglitazone) treatment"	upregulated	31366088
266	Mouse	Gm5091	lncRNA	alcohol	alcoholic liver fibrosis (ALF)	mouse primary hepatic stellate cells	alcohol treatment	LncRNA Gm5091 was sharply downregulated in HSCs of mouse AHF in vivo and alcohol-treated primary HSCs in vitro.	29935035
267	Mouse	Gm5421	lncRNA	chronic intermittent hypoxia (CIH)	atherosclerosis (AS)	aorta tissues	Chronic intermittent hypoxia (CIH) treatment	upregulated	32328084
268	Mouse	Gm5524	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	primary mouse podocyte cells	high glucose (HG) treatment	Gm5524 was additionally significantly upregulated in podocytes under high glucose conditions.	30132544
269	Mouse	Gm9926	lncRNA	5-aminolevulinic acid photodynamic therapy(ALA-PDT)	colitis	colon tissues	5-Aminolevulinic acid photodynamic therapy(ALA-PDT) treatment	downregulated	30385297
270	Mouse	Gomafu	lncRNA	berberine (BBR)	obesity-induced chronic inflammation	RAW264.7 ; 3T3-L1 preadipocytes	berberine (BBR) treatment	Overexpression of lncRNA Gomafu partially blocked the protective effects of berberine in free fatty acids-treated adipocytes by increasing endoplasmic reticulum stress.	32650294
271	Mouse	Gpr137b-ps	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	hepatic stellate cells (HSCs)	carbon tetrachloride (CCl4) treatment	?lncRNA G protein-coupled receptor 137B (Gpr137b-ps) and C-X-C motif chemokine ligand 14 (CXCL14) showed to be markedly upregulated within carbon tetrachloride (CCl4)-caused hepatic fibrotic mice tissue samples and activated HSCs.	33069761
272	Mouse	Gpr137b-ps	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis		carbon tetrachloride (CCl4) treatment	lncRNA Gpr137b-ps/miR-200a-3p/CXCL14 axis that modulates HSC activation and might exert an effect on the pathogenesis of liver fibrosis.	33069761
273	Mouse	H19	lncRNA	hypoxia	acute myocardial infarction (AMI)	mouse HL-1 cells	hypoxia	upregulated	29179202
274	Mouse	H19	lncRNA	benzyl butyl phthalate (BBP)	adipogenesis	Multipotent C3H10T1/2 cells	benzyl butyl phthalate (BBP) treatment	Cells treated with an 8 day BBP regimen showed that H19 expression was decreased at day 2 with 50 ¦ÌM BBP exposure	33395283
275	Mouse	H19	lncRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	brain tissues	amyloid-¦Â (A¦Â) 25-35 treatment	"Elevated H19, HMGB1 and decreased miR-129 were found in A¦Â25-35-treated PC12 cells as well as in brain tissues of AD mice."	33410377
276	Mouse	H19	lncRNA	dexamethasone (DEX)	asthma	lung tissues	dexamethasone (Dex) treatment	H19 was upregulated in the Dex group compared with that in the Model group.	32222886
277	Mouse	H19	lncRNA	astragaloside IV (AS-IV)	atherosclerosis (AS)	vascular smooth muscle cells from high-fat diet fed ApoE-/- mice	astragaloside (AS-IV) treatment	upregulated	30529164
278	Mouse	H19	lncRNA	high fat diet (HFD)	atherosclerosis (AS)	ApoE-/- mice vascular smooth muscle cells	high fat diet (HFD) feed	downregulated	30529164
279	Mouse	H19	lncRNA	high fat diet (HFD)	atherosclerosis (AS)	aortic tissues of atherosclerosis mice	high fat diet (HFD) feed	upregulated	31757932
280	Mouse	H19	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	RAW264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	Increased expression of H19 was detected in ox-LDL-treated Raw264.7 cells.	29172088
281	Mouse	H19	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	Raw264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	29172088
282	Mouse	H19	lncRNA	hyperoxia	bronchopulmonary dysplasia (BPD)	lung tissues	hyperoxia (Hyp) treatment	Downregulated lncRNA H19 relieved pulmonary injury via targeting miR-17 to downregulate STAT3 and reduced inflammatory response caused by p-STAT3 in BPD newborn mice.	33285606
283	Mouse	H19	lncRNA	high glucose (HG)	cardiomyocyte senescence	Neonatal mouse ventricular cells (NMVCs)	high glucose (HG) treatment	H19 level was significantly increased in high glucose-induced senescence cardiomyocytes and aged mouse hearts.	33664669
284	Mouse	H19	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	mouse palatal tissues	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	upregulated	29081343
285	Mouse	H19	lncRNA	all-trans retinoic acid (ATRA)	cleft palate (CP)	fetuses	all-trans retinoic acid (ATRA) treatment	"In addition, the the relationship between lncRNA H19 and IGF2 were negative correlation in the critical period of developmental palate"	27307343
286	Mouse	H19	lncRNA	all-trans retinoic acid (ATRA)	cleft palate (CP)	C57BL/6 mice	all-trans retinoic acid (ATRA) treatment	upregulated	27307343
287	Mouse	H19	lncRNA	azoxymethane (AOM) and dextran sulfate sodium (DSS) AOM/DSS	colitis-associated colon cancer (CAC)	colon tissues	azoxymethane (AOM) and dextran sulfate sodium (DSS) treatment	H19 was highly expressed in the tumor tissues of CAC mice compared with the expression in normal colon tissues.	30083271
288	Mouse	H19	lncRNA	streptozocin (STZ)	diabetes mellitus (DM)	hippocampal neurons	streptozotocin (STZ) treatment	"Higher lncRNA H19 expression was found in DM Upregulated lncRNA H19 significantly increased the expression of Bax and caspase-3 but decreased that of Bcl-2, thus promoting the apoptosis of hippocampal neuron"	30536889
289	Mouse	H19	lncRNA	metformin (Met)	diabetic nephropathy (DN)	SV40-MES-13 cells	Metformin (MET) treatment	"Metformin inhibits extracellular matrix accumulation, inflammation and proliferation of mesangial cells in diabetic nephropathy by regulating H19/miR-143-3p/TGF-¦Â1 axis."	32391614
290	Mouse	H19	lncRNA	synthetic preimplantation factor (sPIF)	duchenne muscular dystrophy (DMD)	myoblast	Synthetic preimplantation factor (sPIF) treatment	upregulated	30692507
291	Mouse	H19	lncRNA	TGF-¦Â	hepatocellular carcinoma (HCC)	tumor-initiating hepatocytes (TICs)	TGF-¦Â treatment	TGF-¦Â treatment reduced H19 expression	30014520
292	Mouse	H19	lncRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	lung fibrosis tissues	bleomycin (BLM) treatment	The level of H19 was upregulated in the lung fibrosis tissue compared with the control group treated with saline.	29411215
293	Mouse	H19	lncRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	lung tissues	bleomycin (BLM) treatment	upregulated	33138822
294	Mouse	H19	lncRNA	TGF-¦Â1	inflammation	MAC-T cells	TGF-¦Â1 treatment	upregulated	29062612
295	Mouse	H19	lncRNA	hypoxia	ischemic stroke (IS)	mouse plasma ;white blood cells;brain tissues	middle cerebral artery occlusion (MCAO) treatment	"upregulated in plasma, white blood cells, and brain"	28630232
296	Mouse	H19	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	HT22 cells	oxygen-glucose deprivation (OGD) treatment	Long non-coding RNA H19 inhibition ameliorates oxygen-glucose deprivation-induced cell apoptosis and inflammatory cytokine expression by regulating the microRNA-29b/SIRT1/PGC-1¦Á axis	33313940
297	Mouse	H19	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	mouse HT22 cells	oxygen-glucose deprivation (OGD) treatment	"In the present study, MCAO model mice and OGD-treated cells displayed significantly increased lncRNA H19 expression levels compared with sham mice and control cells, respectively"	33313940
298	Mouse	H19	lncRNA	glyoxylate	kidney tubular cell injury	renal tubular epithelial cell	glyoxylate treatment	upregulated	31735555
299	Mouse	H19	lncRNA	glyoxylate	kidney tubular cell injury	oxidative stress	glyoxylate treatment	upregulated	31735555
300	Mouse	H19	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	30362572
301	Mouse	H19	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	mouse liver tissue	carbon tetrachloride (CCl4) treatment	upregulated	30362572
302	Mouse	H19	lncRNA	H2O2	liver fibrosis	AML12 cells	H2O2 treatment	upregulated	32579217
303	Mouse	H19	lncRNA	TGF-¦Â	liver fibrosis	"mouse Primary hepatic stellate cells (PHSCs), The human immortalized HSC line LX©\2,Human L©\02 hepatocytes"	TGF-¦Â treatment	upregulated	30362572
304	Mouse	H19	lncRNA	"diethyl 1,4-dihydro-2,4,6,-trimethyl-3,5-pyridinedicarboxylate (DDC)"	liver preneoplastic foci and tumors	mice liver cells	"Diethyl 1,4-dihydro-2,4,6,-trimethyl-3,5-pyridinedicarboxylate (DDC) treatment"	upregulated	19362547
305	Mouse	H19	lncRNA	high fat diet (HFD)	male infertility	C57bl/6J mice	high fat diet (HFD) feed	dysregulated	28599310
306	Mouse	H19	lncRNA	metformin (Met)	metabolic disorders	mouse fetuses	Metformin treatment	upregulated	29215608
307	Mouse	H19	lncRNA	CoCl2	myocardial infarction (MI)-induced heart failure (HF)	Cardiac progenitor cells (CPCs)	CoCl2 treatment	The expression of long non-coding RNA H19 was significantly downregulated in CPCs after hypoxia stimuli.	30137188
308	Mouse	H19	lncRNA	6-Gingerol (6-G)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	HL-1 cells	6-Gingerol (6-G) treatment	we found that 6-G elevated cellular H19 expression in hypoxia/reoxygenation (H/R)-treated HL-1 cells.	33758383
309	Mouse	H19	lncRNA	H2O2	myocardial ischemia/reperfusion (I/R) injury (MIRI)	cardiomyocytes	H2O2 treatment	downregulated	31284127
310	Mouse	H19	lncRNA	berberine (BBR)	nonalcoholic fatty liver disease (NAFLD)	mouse liver	berberine (BBR) treatment	BBR's beneficial effects are linked with the downregulated of microRNA34a and long noncoding RNA H19	33494295
311	Mouse	H19	lncRNA	free fatty acids (FFA)	nonalcoholic fatty liver disease (NAFLD)	primary cultured hepatocytes	free fatty acids treatment	upregulated	29140550
312	Mouse	H19	lncRNA	free fatty acids (FFA)	nonalcoholic fatty liver disease (NAFLD)	cultured mouse primary hepatocytes	free fatty acid (FFA) treatment	upregulated	31064820
313	Mouse	H19	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	29140550
314	Mouse	H19	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	31064820
315	Mouse	H19	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	H19 was upregulated during the development of high-fat diet (HFD)-induced NAFLD.	31809000
316	Mouse	H19	lncRNA	oleic acid (OA)	nonalcoholic fatty liver disease (NAFLD)	primary mouse hepatocytes	oleic acid (OA) treatment	H19 was upregulated in oleic acid-induced steatosis.	31809000
317	Mouse	H19	lncRNA	bone morphogenetic protein 9 (BMP9)	osteogenesis	mouse mesenchymal stem cell (MSC) lines iMEFs and iMADs	bone morphogenetic protein 9 (BMP9) treatment	upregulated	28881833
318	Mouse	H19	lncRNA	metformin (Met)	oxidative stress	N2a cells	metformin treatment	metformin inhibited the expression of lncRNA-H19 in both MCAO/R-treated mice and OGD/R-treated N2a cells.	31934270
319	Mouse	H19	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	brain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	H19 was downregulated in brain tissues of MPTP-induced PD mice (in vivo).	32356199
320	Mouse	H19	lncRNA	6-hydroxydopamine (6-OHDA)	parkinson's disease (PD)	dopaminergic neuron	6-hydroxydopamine (6-OHDA) treatment	LncRNA H19 diminishes dopaminergic neuron loss by mediating microRNA-301b-3p in Parkinson's disease via the HPRT1-mediated Wnt/¦Â-catenin signaling pathway.	32434961
321	Mouse	H19	lncRNA	monocrotaline (MCT)	pulmonary arterial hypertension (PAH)	serum; lungs tissues	monocrotaline (MCT) treatment	H19 was highly expressed in the serum and lungs of MCT-induced models.	30547791
322	Mouse	H19	lncRNA	arsenite	lung fibrosis	murine bone marrow-derived macrophages (BMDMs)	arsenic (As) exposure	downregulated of H19 or upregulated of let-7a reversed the arsenite-induced M2 polarization of macrophages.	33162208
323	Mouse	H19	lncRNA	arsenite	lung fibrosis	lung tissues; bone marrow-derived macrophages (BMDMs)	arsenite exposure	upregulated	33162208
324	Mouse	H19	lncRNA	dextran sodium sulfate (DSS)	regeneration of the intestinal epithelia	intestinal tissues	dextran sulfate sodium (DSS) treatment	upregulated	29621481
325	Mouse	H19	lncRNA	lipopolysaccharide (LPS)	regeneration of the intestinal epithelia	intestinal tissues	lipopolysaccharide (LPS) treatment	upregulated	29621481
326	Mouse	H19	lncRNA	lipopolysaccharide (LPS)	sepsis	mice cardiomyocytes UL-1 cells	lipopolysaccharide (LPS) treatment	downregulated	30021355
327	Mouse	H19	lncRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	BV2 cells	lipopolysaccharides (LPS) treatment	LncRNA H19 Regulates Lipopolysaccharide (LPS)-Induced Apoptosis and Inflammation of BV2 Microglia Cells Through Targeting miR-325-3p/NEUROD4 Axis.	33205379
328	Mouse	H19	lncRNA	high fat diet (HFD)	type 2 diabetes mellitus (T2DM)	liver tissues	high fat diet (HFD) feed	Hepatic H19 expression is chronically increased in diabetic mice.	29769440
329	Mouse	H19	lncRNA	cinnamaldehyde (CA)	ulcerative colitis (UC)	colonic tissues	Cinnamaldehyde (CA) treatment	lncRNA H19 was increased in the colonic tissues of the DSS-treated mice compared with the normal mice at 7 days or 14 days and was significantly decreased on day 14 after CA administration.	33341041
330	Mouse	H19	lncRNA	cigarette smoke extract (CSE)	smoke-induced lung injury (SILI)	lung tissues	cigarette smoke extract (CSE) treatment	upregulated	33523607
331	Mouse	H19	lncRNA	Rb3	smoke-induced lung injury (SILI)	lung tissues	Rb3 treatment	downregulated	33523607
332	Mouse	HAGLROS	lncRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	mouse midbrain tissues	1-methyl-4-phenylpyridinium (MPP+) treatment	upregulated	31298038
333	Mouse	HCG18	lncRNA	high glucose (HG)	diabetic peripheral neuropathy (DPN)	macrophage	high glucose (HG) treatment	LncRNA HCG18 was highly expressed in DPN model and HG-induced macrophages.	32996080
334	Mouse	HCP5	lncRNA	oxygen glucose deprivation (OGD)	cerebral ischemia/reperfusion (I/R) injury	N2a cells	oxygen glucose deprivation (OGD) treatment	upregulation of lncRNA HCP5 may exacerbate cerebral ischemic reperfusion injury by sponging miR-652-3p	32657103
335	Mouse	HIF1A-AS1	lncRNA	coxsackievirus B3 (CVB3)	acute viral myocarditis (VM)	mouse myocardium; primary cardiomyocytes	Coxsackievirus B3 (CVB3) infection	lncRNA HIF1A-AS1 promotes NF-¦ÊB signaling and subsequently aggravates cardiomyocyte apoptosis and inflammation via targeting miR-138.	33224748
336	Mouse	HIF1A-AS2	lncRNA	flagellin	intestinal inflammation	ulcerative colitis samples	flagellin treatment	Flagellin induced HIF1A-AS2 expression in a dose- and time-dependent manner via p38-stat1 activation.	29772233
337	Mouse	HOTAIR	lncRNA	coronary artery ligation	acute myocardial infarction (AMI)	C57BL/6J mice serum	subjected to coronary artery ligation	downregulated	29258067
338	Mouse	HOTAIR	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	Raw264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	downregulated	30402866
339	Mouse	HOTAIR	lncRNA	angiotensin II (Ang II)	cardiac fibrosis	primary cultured cardiac fibroblasts (CFs)	angiotensin II (Ang II) treatment	upregulated	30402865
340	Mouse	HOTAIR	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	H9c2 cells	high glucose (HG) treatment	HOTAIR was downregulated in HG-stimulated H9c2.	30216438
341	Mouse	HOTAIR	lncRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	mouse heart tissues	streptozotocin (STZ) treatment	HOTAIR protected against DCM via activation of the SIRT1 expression by sponging miR-34a	30216438
342	Mouse	HOTAIR	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	conditionally immortalised mouse podocytes	high glucose (HG) treatment	upregulated	31399844
343	Mouse	HOTAIR	lncRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozotocin treatment	upregulated	31399844
344	Mouse	HOTAIR	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	Retinal endothelial cell (REC) dysfunction	high glucose treatment	upregulated	32812634
345	Mouse	HOTAIR	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	30673982
346	Mouse	HOTAIR	lncRNA	rosiglitazone	liver fibrosis	TGF-¦Â1 treated primary mouse hepatic stellate cells (HSCs)	Rosiglitazone (RGZ) treatment	downregulated	30673982
347	Mouse	HOTAIR	lncRNA	rosiglitazone	liver fibrosis	carbon tetrachloride (CCl4) treated mouse liver tissues	Rosiglitazone (RGZ) treatment	downregulated	30673982
348	Mouse	HOTAIR	lncRNA	TGF-¦Â1	liver fibrosis	Primary mouse hepatic stellate cells (HSCs)	TGF-¦Â1 treatment	upregulated	30673982
349	Mouse	HOTAIR	lncRNA	high fat diet (HFD)	hepatic insulin resistance	liver tissues	high fat diet (HFD) feed	"HOTAIR was significantly upregulated in T2D patients, C57BL/6J mice fed with a high-fat diet."	30536334
350	Mouse	HOTAIR	lncRNA	H2O2	hepatic ischemia/reperfusion injury (HIRI)	Primary mouse hepatocytes culture	H2O2 treatment	knockdown of the expression of HOTAIR attenuated autophagy induced by hydrogen peroxide.	30367982
351	Mouse	HOTAIR	lncRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 macrophages	lipopolysaccharide (LPS) treatment	HOTAIR expression is induced in immune cells (macrophages) upon treatment with lipopolysaccharide (LPS).	30353135
352	Mouse	HOTAIR	lncRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 cells	lipopolysaccharide (LPS) treatment	upregulated	33420270
353	Mouse	HOTAIR	lncRNA	ischemia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	Plasma	left anterior descending artery (LAD) ligation	HOTAIR aggravates myocardial IR by competitively binding SRSF1 with microRNA-126.	32964995
354	Mouse	HOTAIR	lncRNA	IL-1¦Â	osteoarthritis (OA)	chondrocytes	IL-1¦Â treatment	upregulated	32315726
355	Mouse	HOTAIR	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	mouse brain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	upregulated	28445933
356	Mouse	HOTAIR	lncRNA	arsenite	lung fibrosis	lung tissues	arsenite exposure	upregulated	33162208
357	Mouse	HOTAIR	lncRNA	cecal ligation and puncture (CLP)	sepsis	Monocytes were isolated from the spleens	cecal ligation and puncture induce	upregulated	31656541
358	Mouse	HOTAIR	lncRNA	silicon dioxide (SiO2)	silicosis	HBE and A549 cells	silicon dioxide (SiO2) treatment	"miR-326 is downregulated in the fibrotic lung tissues of silica-treated mice, while increased expression of miR-326 attenuates silica-induced pulmonary fibrosis in vivo"	31642316
359	Mouse	HOTAIR	lncRNA	lipopolysaccharide (LPS)	traumatic brain injury (TBI)	BV2 cells; primary microglia	lipopolysaccharide (LPS) treatment	upregulated	32602030
360	Mouse	HOTAIR	lncRNA	lipopolysaccharide (LPS)	traumatic brain injury (TBI)	primary mouse microglia	lipopolysaccharide (LPS) treatment	LncRNA HOTAIR was abnormally highly expressed in activated microglia.	32602030
361	Mouse	HOTTIP	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	SV40-MES13 cells	high-glucose (HG) treatment	upregulated	31934070
362	Mouse	HOTTIP	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	primary cortical neurons	oxygen-glucose deprivation (OGD) treatment	downregulated	30129112
363	Mouse	HOTTIP	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	hepatic stellate cells (HSCs)	CCl4 treatment	upregulated	30548190
364	Mouse	HOTTIP	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	HOTTIP expressions in fibrotic liver samples and cirrhotic liver samples were significantly upregulated compared with healthy liver controls.	30562760
365	Mouse	HOX	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	mouse	CCl4 treatment	upregulated	27979710
366	Mouse	HOXA11-AS	lncRNA	TGF-¦Â1	cardiac fibrosis	mouse cardiac fibroblasts (CFs)	TGF¦Â1 treatment	upregulated	30720066
367	Mouse	HOXA11-AS1	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	substantia nigra (SN) area	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	"?HOXA11-AS promoted MPTP-mediated SH-SY5Y neuronal injury and LPS-induced microglia activation, while miR-124-3p had the opposite effects."	33839699
368	Mouse	HOXA11-AS1	lncRNA	lipopolysaccharide (LPS)	parkinson's disease (PD)	BV2 cells	lipopolysaccharide (LPS) treatment	upregulated	33839699
369	Mouse	Hoxaas3	lncRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	lung fibroblasts	bleomycin (BLM) treatment	upregulated	32848140
370	Mouse	Hoxaas3	lncRNA	hypoxia	pulmonary hypertension (PH)	lung vasculature of hypoxic mice and in pulmonary artery smooth muscle cells (PASMCs) under hypoxic conditions	hypoxia induce	upregulated	30304383
371	Mouse	Hsp4	lncRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	MLE-12 cells	lipopolysaccharide (LPS) treatment	Hsp4 alleviates lipopolysaccharide-induced apoptosis of lung epithelial cells via miRNA-466m-3p/DNAjb6 axis.	32976821
