ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
165	Cattle	bta-miR-37a	miRNA	either toxic or non-toxic fescue seed diets	fescue toxicosis	Angus bulls sperm	s of either toxic or non-toxic fescue seed diets treatment	upregulated	25462855
166	Cattle	bta-miR-38a	miRNA	either toxic or non-toxic fescue seed diets	fescue toxicosis	Angus bulls sperm	s of either toxic or non-toxic fescue seed diets treatment	upregulated	25462855
167	Cattle	bta-miR-132	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	upregulated	31722768
168	Cattle	bta-miR-143	miRNA	metabolizable energy (ME)	adipogenesis	low body condition score (BCS) cows subcutaneous adipose tissue	overfed ME	upregulated in subcutaneous adipose tissue	28088407
169	Cattle	bta-miR-145	miRNA	Staphylococcus aureus	dairy cow mastitis	dairy cows mammary gland tissue	Staphylococcus aureus infection treatment	downregulated	30974481
170	Cattle	bta-miR-145	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	downregulated	31722768
171	Cattle	bta-miR-15a	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	"Differential expression of miR-15a and interleukin-1 receptor-associated kinase-like 2 (IRAK2), were evaluated by western blot and luciferase reporter assays"	31722768
172	Cattle	bta-miR-184	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	upregulated	31722768
173	Cattle	bta-miR-196a	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	downregulated	31722768
174	Cattle	bta-miR-200b	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	downregulated	31722768
175	Cattle	bta-miR-205	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	downregulated	31722768
176	Cattle	bta-miR-223	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	upregulated	31722768
177	Cattle	bta-miR-31	miRNA	Staphylococcus aureus	mastitis	Chinese Holstein cows	Staphylococcus aureus infection treatment	downregulated	31722768
178	Cattle	bta-miR-378	miRNA	metabolizable energy (ME)	adipogenesis	low body condition score (BCS) cows subcutaneous adipose tissue	overfed ME	upregulated in subcutaneous adipose tissue	28088407
179	Chicken	gga-miR-128-1-5p	miRNA	selenium (Se)	selenium (Se) deficiency symptoms	Vein endothelial cells (VECs)	Se deficiency treatment	upregulated	29904913
180	Chicken	gga-miR-33-3p	miRNA	selenium (Se)	apoptosis	vein tissues	Selenium (Se) deficiency treatment	upregulated	31249647
181	Chicken	gga-miR-429	miRNA	avian pathogenic escherichia coli (APEC)	avian pathogenic Escherichia coli (APEC) infection	broilers spleen of three groups of broilers	APEC-challenge	upregulated in spleen of three groups of broilers	27795362
182	Chicken	gga-let-7b	miRNA	subgroup J avian leukosis virus (ALV-J)	subgroup J avian leukosis virus (ALV-J) infection	liver and bone marrow tissues	subgroup J avian leukosis virus (ALV-J) infection	upregulated	28190219
183	Chicken	gga-let-7d	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	chicken skin	infect with MDV	upregulated in the skin	28410454
184	Chicken	gga-let-7i	miRNA	subgroup J avian leukosis virus (ALV-J)	subgroup J avian leukosis virus (ALV-J) infection	liver and bone marrow tissues	subgroup J avian leukosis virus (ALV-J) infection	upregulated	28190219
185	Chicken	gga-miR-122	miRNA	arsenite	arseniasis	chicken liver tissues and primary chicken liver cells (PCLCs)	arsenic (As) exposure	upregulated	31546213
186	Chicken	gga-miR-1306-5p	miRNA	lipopolysaccharide (LPS)	immune response	HD11 cells	lipopolysaccharide (LPS) treatment	upregulated	31338187
187	Chicken	gga-miR-1306-5p	miRNA	Salmonella enteritidis (SE)	immune response	"spleen, caecum, cecal tonsil, and bursa fabricius tissues"	Salmonella enteritidis (SE) infection treatment	upregulated	31338187
188	Chicken	gga-miR-130b-3p	miRNA	infectious bursal disease virus (IBDV)	infectious bursal disease virus (IBDV) infection	DF-1 cells	infect with IBDV	upregulated	29046449
189	Chicken	gga-mir-133	miRNA	brain-derived neurotrophic factor (BDNF)	retinocollicular/tectal map formation	retinal ganglion cell (RGC)	brain-derived neurotrophic factor (BDNF) treatment	upregulated	24431456
190	Chicken	gga-miR-138	miRNA	high temperature	high-temperature stress	chicks	heat challenge of 10-day-old previously high-temperature-conditioned chicks treatment	downregulated	25086319
191	Chicken	gga-miR-140*	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
192	Chicken	gga-miR-146a	miRNA	lipid associated membrane proteins (LAMP)	inflammation	chicken tracheal epithelial cells (TEC)	LAMP treatment	upregulated	25401327
193	Chicken	gga-miR-146c	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	upregulated	23226446
194	Chicken	gga-miR-148a-3p	miRNA	ammonia (NH3)	necroptosis	Broiler chicken trachea tissues	ammonia (NH3) treatment	upregulated	31791863
195	Chicken	gga-miR-148a-3p	miRNA	ammonia (NH3)	respiratory system injury	chicken trachea	ammonia (NH3) treatment	lncRNA-107053293 regulated necroptosis by acting as a competing endogenous RNA of miR-148a-3p.	31791863
196	Chicken	gga-miR-15	miRNA	NaHS	respiratory toxicity	LMH cells; tracheal tissues	NaHS stimulation	LncRNA3037 is downregulated and miR-15a is upregulated in tracheal tissue and LMH cells under H 2S exposure.	31683218
197	Chicken	gga-miR-155	miRNA	reticuloendotheliosis virus (REV)	hepatocellular carcinoma (HCC)	chicken B-cell lymphomas	reticuloendotheliosis virus strain T (REV-T) infection treatment	reticuloendotheliosis virus strain T (REV-T) upregulates miR-155 in chicken embryo fibroblasts	19759154
198	Chicken	gga-miR-155	miRNA	lipopolysaccharide (LPS)	liver necroptosis	liver tissues	lipopolysaccharide (LPS) treatment	"Compared with the C group and Se group, the expression level of miR-155 and TRAF3 in the LPS group was upregulated."	33151563
199	Chicken	gga-miR-155	miRNA	polychlorinated biphenyls (PCBs)	polychlorinated biphenyls (PCBs) toxicity	primary chicken fibroblasts	PCBs (Arochlor-1250) treatment	"A significant downregulated of miR-155 and NF-kB was found in both groups exposed to A1250, regardless of being stimulated with Poly I:C or not, when compared to the virus stimulated group only"	29380441
200	Chicken	gga-miR-155	miRNA	reticuloendotheliosis virus (REV)	reticuloendotheliosis virus (REV) infection	chicken embryo fibroblasts (CEFs)	Reticuloendotheliosis virus (REV) treatment	miR-155 in CEFs after REV infection was upregulated in a time- and dose-dependent manner	32122614
201	Chicken	gga-miR-155	miRNA	reticuloendotheliosis virus (REV)	rev-T infection	primary chicken spleen and bone marrow cells	infect with Rev-T treatment	upregulated	28113043
202	Chicken	gga-mir-1551	miRNA	high temperature	heat stress	embryonic hearts	32 ¡ãC high temperatures treated maternal	upregulated	31466753
203	Chicken	gga-miR-1551	miRNA	manganese (Mn)	heat stress	embryonic hearts	manganese (Mn) feed	downregulated	31466753
204	Chicken	gga-miR-1586	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
205	Chicken	gga-miR-1594	miRNA	selenium (Se)	selenium (Se)-deficient cardiomyocytes injury	?chicken heart tissues	Selenium deficiency treatment	"TNNT2 suppression induced cardiac calcium overload in vivo and in vitro miR-1594 activates cardiac calcium overload by targeting TNNT2 Moreover, lnc-3215 regulates miR-1594, and thus influences the TNNT2 expression in vivo and in vitro"	31479920
206	Chicken	gga-miR-1594	miRNA	selenium (Se)	selenium (Se)-deficient cardiomyocytes injury	cardiomyocytes cells	Selenium deficiency treatment	"TNNT2 suppression induced cardiac calcium overload in vivo and in vitro miR-1594 activates cardiac calcium overload by targeting TNNT2 Moreover, lnc-3215 regulates miR-1594, and thus influences the TNNT2 expression in vivo and in vitro"	31479920
207	Chicken	gga-miR-15a	miRNA	hypoxia	adaptation to hypoxia	chicks embryonic lung tissue	were incubated in low oxygen (hypoxia) treatment	upregulated	24887070
208	Chicken	gga-miR-15a	miRNA	hydrogen sulfide (H2S)	respiratory toxicity	tracheal tissue	H2S?exposure	H2S exposure mediates apoptosis and necroptosis through lncRNA3037/miR-15/A20-BCL2.	31683218
209	Chicken	gga-miR-15b	miRNA	Marek's disease virus (MDV)	lymphoma	splenic tumor cells	Marek's disease virus infection	downregulated	22178800
210	Chicken	gga-miR-1610	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
211	Chicken	gga-miR-1618	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
212	Chicken	gga-miR-1627	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
213	Chicken	gga-miR-1633	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
214	Chicken	gga-miR-1646	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
215	Chicken	gga-miR-1647	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
216	Chicken	gga-miR-1649	miRNA	IFN-¦Ã	macrophage differentiation and activation	peripheral blood derived monocytes	IFN¦Ã treatment	dysregulated	27897122
217	Chicken	gga-miR-16-5p	miRNA	lead (Pb)	lead (Pb) toxicity	neutrophils	lead (Pb) treatment	Pb up-regulates miR-16-5p and leads to the subsequent downregulated of the target genes phosphoinositide-3-kinase regulatory subunit 1 (PiK3R1).	31918102
218	Chicken	gga-miR-16-5p	miRNA	hydrogen sulfide (H2S)	neutrophil extracellular traps (NETs) generation	neutrophil	hydrogen sulfide (H2S) treatment	H2S upregulated miR-16-5p.	32155482
219	Chicken	gga-miR-16-5p	miRNA	lipopolysaccharide (LPS)	tracheal injury	tracheal	lipopolysaccharide (LPS) treatment	upregulated	32125337
220	Chicken	gga-miR181a	miRNA	forskolin (FSK)	endothelial cell migration and angiogenesis	chicken auditory epithelium	Forskolin treatment	upregulated	20634979
221	Chicken	gga-miR-181a	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
222	Chicken	gga-miR-181a	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	"MD lymphoma cell line, MSB1"	Marek's disease virus (MDV) treatment	downregulated	26500265
223	Chicken	gga-miR-194	miRNA	¦Á-melanocyte-stimulating hormone (¦Á-MSH)	blinding ischemic retinopathies	retina	¦Á-melanocyte-stimulating hormone (¦Á-MSH) treatment	downregulated	26507936
224	Chicken	gga-miR-199*	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
225	Chicken	gga-miR-205a	miRNA	ammonia (NH3)	intestinal toxicity	jejunum	ammonia (NH3) treatment	Cooperative application of transcriptomics and ceRNA hypothesis: LncRNA-107052630/miR-205a/G0S2 crosstalk is involved in ammonia-induced intestinal apoptotic injury in chicken	32334290
226	Chicken	gga-miR-215-5p	miRNA	selenium (Se)	myocardial differentiation and development	myocardial tissues and primary cardiomyocyte cultures	Selenium (Se) deficiency treatment	upregulated	30565618
227	Chicken	gga-miR-216	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and intestinal intraepithelial lymphocytes (IEL) from 2 inbred chicken lines	host response to pathogen challenge treatment	upregulated	24879688
228	Chicken	gga-miR-221	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
229	Chicken	gga-miR-222	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
230	Chicken	gga-miR-26a	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleen and lymphocytes	Marek's disease virus (MDV) infection	downregulated	23226446
231	Chicken	gga-miR-26a	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	spleens of chickens MDV-infected spleens at cytolytic infection	MDV-infected treatment	downregulated	24795301
232	Chicken	gga-miR-29a-3p	miRNA	selenium (Se)	hepatocellular carcinoma (HCC)	chicken hepatocellular carcinoma cell line (LMH)	Selenium (Se) treatment	miR-29a-3p in LMH cells was decreased by Se supplementation	32039426
233	Chicken	gga-mir-33	miRNA	cadmium (Cd)	ion homeostasis	chickens chicken spleen	"cadmium chloride (CdCl2, 10 mg/kg) was administered in the diet of chickens for 90 days"	downregulated in	29223809
234	Chicken	gga-mir-33-5q	miRNA	cadmium (Cd)	cadmium-induced toxicity	spleen tissues	cadmium (Cd) treatment	Cd exposure suppressed miR-33-5q.	29223809
235	Chicken	gga-miR-34b-5p	miRNA	avian leukosis virus (ALV-J)	avian leukosis virus subgroup J (ALV-J) infection	chicken spleens	avian leukosis virus subgroup J (ALV-J) infection	upregulated	28194372
236	Chicken	gga-mir-34c	miRNA	high temperature	heat stress	embryonic hearts	32 ¡ãC high temperatures treated maternal	upregulated	31466753
237	Chicken	gga-miR-34c	miRNA	manganese (Mn)	heat stress	embryonic hearts	manganese (Mn) feed	downregulated	31466753
238	Chicken	gga-miR-375	miRNA	avian leukosis virus (ALV-J)	avian leukosis virus subgroup J (ALV-J) infection	DF-1 cell line	avian leukosis virus subgroup J (ALV-J) infection	downregulated	24694742
239	Chicken	gga-miR-375	miRNA	avian leukosis virus (ALV-J)	avian leukosis virus subgroup J (ALV-J) infection	DF-1 cells	avian leukosis virus (ALV-J) inhection	gga-miR-375 was downregulated by ALV-J infection.	32537011
240	Chicken	gga-miR-375	miRNA	avian leukosis virus (ALV-J)	hepatocellular carcinoma (HCC)	liver tumors of chickens	avian leukosis virus subgroup J (ALV-J) infection	gga-miR-375 was downregulated in the liver tumors of chickens infected with avian leukosis virus subgroup J (ALV-J).	30608205
241	Chicken	gga-miR-451	miRNA	mycoplasma gallisepticum (MG)	chronic respiratory disease (CRD)	chicken type II pneumocytes (CP-II)	Mycoplasma gallisepticum (MG) treatment	"exosomes from MG-infected CP-II cells alter the dynamics of the DF-1 cells, and may contribute to pathology of the MG infection via exosomal gga-miR-451 targeting YWHAZ involving in inflammation."	32307881
242	Chicken	gga-mir-548s	miRNA	daidzein (DA)	immune response	chicken liver tissues	daidzein (DA) treatment	downregulated	31057556
243	Chicken	gga-miR-6615-5p	miRNA	ammonia (NH3)	ammonia (NH3) toxicity	broiler	ammonia (NH3) treatment	"After NH3 exposure, miR-6615-5p expression was elevated."	33142454
244	Chicken	gga-miR-M11-5p	miRNA	gallid alphaherpesvirus 2 (GaHV2)	Marek's disease (MD)	chickens	infect with GaHV2	downregulated	28510513
245	Chicken	gga-miR-M4-5p	miRNA	Marek's disease virus (MDV)	Marek's disease (MD)	chicken embryo fibroblast (CEF)	marek's disease virus serotype 1 (MDV-1) treatment	"In lymphoblastoid cell lines derived from MDV-induced T-cell lymphomas, miR-M4-5p has been shown to be highly expressed."	33191002
246	Chicken	gga-miR-155	miRNA	methionine selenium	necroptosis	chicken liver tissues	methionine selenium treatment	"The current results suggested that methionine selenium antagonizes oxidative stress, inflammation, and the MAPK pathway, thereby antagonizing the occurrence of necroptosis through multiple mechanisms. At the same time, methionine selenium affects miR-155/TRAF3/MAPK signaling, reduces miR-155 expression, and upregulates TRAF3 expression to inhibit necroptosis."	33151563
247	Citrus	cj-miR152	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
248	Citrus	cj-miR156b	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
249	Citrus	cj-miR197	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	downregulated	28165059
250	Citrus	cj-miR203	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
251	Citrus	cj-miR219	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
252	Citrus	cj-miR3946	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	downregulated	28165059
253	Citrus	cj-miR3951	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	downregulated	28165059
254	Citrus	cj-miR395a	miRNA	boron	boron toxicity	11-week-old citrus seedlings	boron treatment	upregulated	26962011
255	Citrus	cj-miR397a	miRNA	boron	boron toxicity	11-week-old citrus seedlings	boron treatment	upregulated	26962011
256	Citrus	cj-miR408	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
257	Citrus	cj-miR472	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
258	Citrus	cj-miR482b	miRNA	dehydration and salt	drought and salinity stresses	citrus roots	subjected to dehydration and salt treatment	upregulated	28165059
259	Common carp	ccr-miR-155	miRNA	lead (Pb)	inflammation	head kidney tissues	Lead (Pb) poisoning	upregulated	32781208
260	Common carp	ccr-miR-122	miRNA	cadmium (Cd)	toxicity of cadmium (Cd)	head kidney	cadmium (Cd) treatment	downregulated	31951951
261	Common carp	ccr-miR-144	miRNA	vibrio harveyi and lipopolysaccharide (LPS)	teleost inflammatory responses	miiuy croaker macrophages	vibrio harveyi and lipopolysaccharide (LPS) treatment	upregulated	32815068
262	Common carp	ccr-miR-146a	miRNA	selenium (Se)	inflammation	head kidney of carp	Selenium (Se) deficiency treatment	downregulated	31125664
263	Common carp	ccr-miR-148a	miRNA	simvastatin	detoxification-related metabolism	Mugilogobius abei	Simvastatin treatment	upregulated	30240922
264	Common carp	ccr-miR-155	miRNA	cadmium (Cd)	immunotoxicity	Cyprinus carpio (C. carpio) kidneys	cadmium (Cd) treatment	upregulated	31693945
265	Common carp	ccr-miR-181-5p	miRNA	atrazine (2-chloro-4-ethylamino-6-isopropylamino-s-triazine; ATR)	inflammation	carp lymphocytes	atrazine (ATR)?exposure	downregulated	31580934
266	Common carp	ccr-miR-181a	miRNA	cadmium (Cd)	immunotoxicity	Cyprinus carpio (C. carpio) kidneys	cadmium (Cd) treatment	upregulated	31693945
267	Common carp	ccr-miR-193a-3p	miRNA	cadmium (Cd)	toxicity of cadmium (Cd)	head kidney	cadmium (Cd) treatment	downregulated	31951951
268	Common carp	ccr-miR-21	miRNA	lipopolysaccharide (LPS)	bacterial infection	"miiuy croaker liver, spleen, macrophage"	lipopolysaccharide (LPS) treatment	upregulated	31379828
269	Common carp	ccr-miR-216a	miRNA	cadmium (Cd)	cadmium-induced toxicity	splenic lymphocytes	cadmium (Cd) treatment	upregulated	32563067
270	Common carp	ccr-miR-217	miRNA	vibrio harveyi and lipopolysaccharide (LPS)	teleost inflammatory responses	miiuy croaker macrophages	vibrio harveyi and lipopolysaccharide (LPS) treatment	upregulated	32815068
271	Common carp	ccr-miR-2188-3p	miRNA	chlorpyrifos (CPF)	head kidney injury in common carp	head kidney of common carp	chlorpyrifos (CPF) exposure	downregulated	31479757
272	Common carp	ccr-miR-27a-5p	miRNA	cadmium (Cd)	toxicity of cadmium (Cd)	head kidney	cadmium (Cd) treatment	upregulated	31951951
273	Common carp	ccr-miR-27b-3p	miRNA	bisphenol A (BPA)	Bisphenol A (BPA) toxicity	spleen lymphocytes	bisphenol A (BPA) treatment	"BPA exposure can target up regulate CYP1B1 expression by down regulating miR-27b-3p expression, thus causing oxidative stress and inducing apoptosis of carp spleen lymphocytes through mitochondrial pathway."	32430284
274	Common carp	ccr-miR-31-12-5p	miRNA	cadmium (Cd)	cadmium-induced toxicity	spleens	cadmium (Cd) treatment	downregulated	32070891
275	Common carp	ccr-miR-375-4-3p	miRNA	cadmium (Cd)	cadmium-induced toxicity	spleens	cadmium (Cd) treatment	upregulated	32070891
276	Common carp	ccr-miR-6	miRNA	cadmium (Cd)	toxicity of cadmium (Cd)	head kidney	cadmium (Cd) treatment	downregulated	31951951
277	Common carp	ccr-miR-731	miRNA	chlorpyrifos (CPF)	head kidney injury in common carp	head kidney of common carp	chlorpyrifos (CPF) exposure	downregulated	31479757
278	Common carp	ccr-miR-9-6-5p	miRNA	cadmium (Cd)	cadmium-induced toxicity	spleens	cadmium (Cd) treatment	downregulated	32070891
279	Coregonus lavaretus	cla-miR-122-5p	miRNA	microcystin-leucine arginine (MC-LR)	liver damage	liver tissues	microcystin-LR treatment	upregulated	26345281
280	Coregonus lavaretus	cla-let-7c	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
281	Coregonus lavaretus	cla-miR-122	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
282	Coregonus lavaretus	cla-miR-16a	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
283	Coregonus lavaretus	cla-miR-21a	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
284	Coregonus lavaretus	cla-miR-34a	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
285	Coregonus lavaretus	cla-miR-9b	miRNA	microcystin-leucine arginine (MC-LR)	cyanobacterial hepatotoxin microcystin-LR (MC-LR) toxicity	liver tissues	microcystin-LR (MC-LR) treatment	upregulated	22819808
286	Cotton	ghr-miR-156	miRNA	high-temperature (HT)	male sterility	anthers of HT-insensitive (84021)	HT stress	downregulated	28635129
287	Cotton	ghr-miR-156	miRNA	high-temperature (HT)	male sterility	anthers of HT-sensitive (H05) cotton cultivars	HT stress	dysregulated	28635129
288	Cotton	ghr-miR-160	miRNA	high-temperature (HT)	male sterility	anthers of HT-insensitive (84021)	HT stress	downregulated	28635129
289	Cotton	ghr-miR-160	miRNA	high-temperature (HT)	male sterility	anthers of HT-sensitive (H05) cotton cultivars	HT stress	dysregulated	28635129
290	Cotton	ghr-miR414c	miRNA	Salinity	plant salinity tolerance	cotton cv. SF06 plants	Salinity stress induce treatment	downregulated	30676211
291	Crab-eating macaque	cad-miR-125b	miRNA	formaldehyde	apoptosis	nasal epithelium	Formaldehyde treatment	upregulated	23322811
292	Crab-eating macaque	cad-miR-142-3p	miRNA	formaldehyde	apoptosis	nasal epithelium	Formaldehyde treatment	downregulated	23322811
293	Crab-eating macaque	cad-miR-1228	miRNA	ethylene glycol monomethyl ether (EGME)	testicular toxicity	testis	ethylene glycol monomethyl ether (EGME) treatment	upregulated	25972197
294	Crab-eating macaque	cad-miR-2861	miRNA	ethylene glycol monomethyl ether (EGME)	testicular toxicity	testis	ethylene glycol monomethyl ether (EGME) treatment	upregulated	25972197
295	Crassostrea gigas	cgi-miR-365	miRNA	norepinephrine (NE)	against intertidal stress	Oyster Crassostrea gigas during desiccation	norepinephrine treatment	upregulated	28286314
296	Crassostrea gigas	cgi-miR-92d	miRNA	lipopolysaccharide (LPS)	inflammation	oyster Crassostrea gigas	lipopolysaccharide (LPS) treatment	upregulated	27346152
297	Creeping bentgrass	ast-miR396	miRNA	long-day (LD) photoperiod and vernalization	flower development	creeping bentgrass (Agrostis stolonifera L.)	long-day (LD) photoperiod and vernalization	Gene expression analysis reveals that miR396 is induced by long-day (LD) photoperiod and vernalization.	33328434
298	Cucumber	csa-miR172c	miRNA	high temperature	effects of high-temperature on Cucumis sativus L.	cucumber	high-temperature	upregulated	31125116
299	Cucumber	csa-miR261	miRNA	high temperature	effects of high-temperature on Cucumis sativus L.	cucumber	high-temperature	downregulated	31125116
300	Cucumber	csa-miR6196	miRNA	high temperature	effects of high-temperature on Cucumis sativus L.	cucumber	high-temperature	upregulated	31125116
301	Cucumber	csa-miR8597	miRNA	high temperature	effects of high-temperature on Cucumis sativus L.	cucumber	high-temperature	downregulated	31125116
302	Dog	cfa-miR-122	miRNA	NP260	hepatotoxicity	dogs	NP260 treatment	upregulated	24699182
303	Dog	cfa-miR-107	miRNA	calorie restriction (CR)	obesity	overweight pet dogs	calorie restriction (CR) treatment	"downregulated (miR-23 , miR-107) and upregulation (miR-21) in muscle biopsies"	26701817
304	Dog	cfa-miR-143	miRNA	canine influenza virus (CIV) H3N2	apoptosis	canine kidney (MDCK) cells	infect with CIV H3N2	upregulated	29186842
305	Dog	cfa-miR-15b	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	downregulated	33290828
306	Dog	cfa-miR-15b-3p	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	downregulated	33290828
307	Dog	cfa-miR-16	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	downregulated	33290828
308	Dog	cfa-miR-21	miRNA	calorie restriction (CR)	obesity	overweight pet dogs	calorie restriction (CR) treatment	"downregulated (miR-23 , miR-107) and upregulation (miR-21) in muscle biopsies"	26701817
309	Dog	cfa-miR-23	miRNA	calorie restriction (CR)	obesity	overweight pet dogs	calorie restriction (CR) treatment	"downregulated (miR-23 , miR-107) and upregulation (miR-21) in muscle biopsies"	26701817
310	Dog	cfa-miR-26a	miRNA	influenza A virus (IAV)	influenza A virus (IAV) infection	Madin-Darby canine kidney cell line MDCK	influenza A virus(IAV) infection	downregulated	28674773
311	Dog	cfa-miR-30a	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	upregulated	33290828
312	Dog	cfa-miR-30a-3p	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	upregulated	33290828
313	Dog	cfa-miR-30c-2-3p	miRNA	gentamicin	acute kidney injury (AKI)	Urine	gentamicin treatment	upregulated	33290828
314	Dog	cfa-miR-192	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	upregulated	26081562
315	Dog	cfa-miR-21	miRNA	matrix metalloproteinases inhibitor (MMPi)	fibrodysplasia (FD)	cervical subcutaneous tissue	MMP-inhibitor (MMPi) treatment	miR-21 expression in the cervical subcutaneous tissue was a sensitive and specific biomarker of FD incidence	23688202
316	Dog	cfa-miR-210	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	downregulated	26081562
317	Dog	cfa-miR-212	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	downregulated	26081562
318	Dog	cfa-miR-216a	miRNA	cerulein	acute pancreatic injury	pancreas	cerulein treatment	upregulated	30301227
319	Dog	cfa-miR-219-5p	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	downregulated	26081562
320	Dog	cfa-miR-22	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	upregulated	26081562
321	Dog	cfa-miR-338	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	downregulated	26081562
322	Dog	cfa-miR-34a	miRNA	X-rays	injury in retinal ganglion	retinal ganglion cell line (RGC-5 cells)	X-rays treatment	upregulated	26081562
