ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
697	Rat	rno-miR-133c	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	brain tissues	Methamphetamine (METH) treatment	downregulated	32893733
698	Rat	rno-mir-133c	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
699	Rat	rno-miR-134	miRNA	CoCl2	autophagy	PC12 cells	CoCl2 treatment	downregulated	33410125
700	Rat	rno-miR-134	miRNA	propofol (PPF)	autophagy	CoCl2-treated PC12 cells	propofol treatment	upregulated	33410125
701	Rat	rno-miR-134	miRNA	soluble ¦Â-amyloid (sA¦Â) oligomers	Alzheimer's disease (AD)	cortical neurons were isolated from E17 embryos of Sprague Dawley rats	sA¦Â treatment	upregulated	24595404
702	Rat	rno-miR-134	miRNA	adeno-associated virus (AAV)	cerebral ischemia injury (CII)	neuron death induced by OGD/reoxygenation	adeno-associated virus (AAV) Doxorubicin (DOX)	upregulated	25316150
703	Rat	rno-miR-134	miRNA	resveratrol	cognitive impairment	primary cultured hippocampus neurons	resveratrol (RS) treatment	downregulated	29715537
704	Rat	rno-miR-134	miRNA	chronic unpredictable mild stress (CUMS)	depression	hippocampal tissues	chronic unpredictable mild stress (CUMS) treatment	upregulated	30716615
705	Rat	rno-miR-134	miRNA	enriched environment (EE)	depression	Chronic unpredictable mild stress (CUMS) treated rat hippocampal tissues	Enriched environment (EE) treatment	downregulated	30716615
706	Rat	rno-miR-134	miRNA	ginsenoside Rg1	depression	basolateral amygdala (BLA)	Ginsenoside Rg1 treatment	upregulated	30121663
707	Rat	rno-miR-134	miRNA	unpredictable chronic mild stress (UCMS)	depression	ventromedial prefrontal cortex (vmPFC)	unpredictable chronic mild stress (UCMS) induce treatment	upregulated	29329879
708	Rat	rno-miR-134	miRNA	kainic acid (KA)	epilepsy	brain tissue and serum	kainic acid treatment	downregulated	29917202
709	Rat	rno-miR-134	miRNA	kainic acid (KA)	epilepsy	hippocampus tissue	kainic acid (KA) treatment	upregulated	31031600
710	Rat	rno-miR-134	miRNA	ethylene glycol monomethyl ether (EGME)	hyperglycemia	?testicle of rat	Ethylene glycol monomethyl ether (EGME) treatment	"miR-449a and miR-92a decreased obviously and, miR-320, miR-134 and miR-188 increased"	22008535
711	Rat	rno-miR-134	miRNA	brain-derived neurotrophic factor (BDNF)	hypoxic/ischemic brain damage (HIBD)	rats hippocampalwith hypoxic-hypoglycemic neuron injury	brain-derived neurotrophic factor (BDNF) treatment	downregulated	28343294
712	Rat	rno-miR-134	miRNA	freund¡¯s complete adjuvant (FCA)	Insulin resistance and nonalcoholic steatohepatitis (NASH)	rat dorsal root ganglia (DRG)	Freund's adjuvant (CFA) treatment	downregulated of miR-134 and upregulated of MOR1	22865422
713	Rat	rno-miR-134	miRNA	electroacupuncture (EA)	ischemic stroke (IS)	middle cerebral artery occlusion induced cognitive deficit (MICD) rats hippocampal	electroacupuncture (EA) treatment	downregulated	28116173
714	Rat	rno-miR-134	miRNA	bile duct ligation (BDL)	liver fibrosis	liver tissues	bile duct ligation (BDL) treatment	downregulated	30645141
715	Rat	rno-miR-134	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	30645141
716	Rat	rno-miR-134	miRNA	dimethylnitrosamine (DMN)	liver fibrosis	liver tissues	dimethylnitrosamine (DMN) treatment	downregulated	30645141
717	Rat	rno-miR-134	miRNA	TGF-¦Â1	liver fibrosis	The rat hepatic stellate cell line HSC-T6	TGF-¦Â1 treatment	downregulated	30645141
718	Rat	rno-miR-134	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9C2 cells	hypoxia/reoxygenation (H/R) induce	upregulated	31618402
719	Rat	rno-miR-134	miRNA	dexmedetomidine (DEX)	neuroinflammation	"adult Wistar rats brain ,plasma,"	dexmedetomidine (Dex) treatment	downregulated	28832497
720	Rat	rno-miR-134	miRNA	lipopolysaccharide (LPS)	neuroinflammation	adult Wistar rats brain regions	lipopolysaccharide (LPS) treatment	upregulated in both brain regions	28832497
721	Rat	rno-miR-134	miRNA	H2O2	neuron survival	retinal ganglion cell (RGC)	H2O2 treatment	upregulated	25744098
722	Rat	rno-miR-134	miRNA	magnesium (Mg2+ )	neuroprotective effects	hippocampus of the SE rats	low Mg2+-exposed	upregulated	28942448
723	Rat	rno-miR-134	miRNA	propofol (PPF)	neuroprotective effects	primary hippocampal neurons under OGD condition	propofol treatment	downregulated	26884981
724	Rat	rno-miR-134	miRNA	paliperidone	neurotoxicity	SH-SY5Y cells	SH-SY5Y cells treatment	downregulated	26055227
725	Rat	rno-miR-134	miRNA	magnesium (Mg2+ )	satus epilepticus (SE)	rat hippocampal neurons	low Mg2+ treatment	upregulated	24810882
726	Rat	rno-miR-134	miRNA	Safflor yellow B (SYB)	stroke	cortical cells	Safflor yellow B (SYB) treatment	Safflor Yellow B Attenuates Ischemic Brain Injury via downregulated of Long Noncoding AK046177 and Inhibition of MicroRNA-134 Expression in Rats	32566081
727	Rat	rno-miR-134	miRNA	"fenoldopam, dopamine and midodrine"	vascular injury	rat mesentery cells	"Fenoldopam, dopamine and midodrine treatment"	upregulated	22627061
728	Rat	rno-miR-134-5p	miRNA	H2O2	acute myocardial infarction (AMI)	H9c2 cells	H2O2 treatment	H2O2-induced cardiomyocyte injury upregulated miR-134-5p expression.	32689640
729	Rat	rno-miR-134-5p	miRNA	hypoxia	acute myocardial infarction (AMI)	H9c2 cells	hypoxia treatment	Hypoxia-induced cardiomyocyte injury upregulated miR-134-5p expression.	32689640
730	Rat	rno-miR-134-5p	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	hippocampus tissues	amyloid ¦Â1-42?(A¦Â) treatment	upregulated	31625272
731	Rat	rno-miR-134-5p	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	hippocampus	amyloid ¦Â1-42?(A¦Â) treatment	upregulated	31625272
732	Rat	rno-miR-134-5p	miRNA	potentiates inorganic phosphate (Pi)	calcium deposition	A10 cells	potentiates inorganic phosphate (Pi) treatment	upregulated	32783377
733	Rat	rno-miR-134-5p	miRNA	¦Ä-opioid receptor (DOR)	hypoxic/ischemic injury	hearts	¦Ä-opioid receptor (DOR) activation treatment	upregulated	27576463
734	Rat	rno-miR-134-5p	miRNA	oxygen glucose deprivation (OGD)	hypoxic/ischemic brain damage (HIBD)	PC-12 cells	oxygen glucose deprivation (OGD) treatment	The expression of miR-134-5p was elevated in PC12 cells following OGD.	32814091
735	Rat	rno-miR-134-5p	miRNA	X-rays	large intestine cancer	SW620 cells; HT29 cells	X-ray radiation treatment	LncRNA TTN-AS1/miR-134-5p/PAK3 axis regulates the radiosensitivity of human large intestine cancer cells through the P21 pathway and AKT/GSK-3¦Â/¦Â-catenin pathway	32749739
736	Rat	rno-miR-134-5p	miRNA	permanent bilateral common carotid artery occlusion (2VO)	vascular dementia (VD)	brain cortex tissues	Permanent bilateral occlusion of the common carotid artery (2-VO) induce treatment	upregulated	31545395
737	Rat	rno-miR-135a	miRNA	cerulein	acute pancreatitis (AP)	AR42J cells	cerulein treatment	upregulated	31729558
738	Rat	rno-miR-135a	miRNA	schisandrin B (Sch B)	asthma	lung	Schisandrin B treatment	upregulated	26916957
739	Rat	rno-miR-135a	miRNA	Streptococcus pneumoniae (Sp)	bacterial meningitis (BM)	astrocytes	Streptococcus pneumoniae?infection treatment	downregulated	30726113
740	Rat	rno-miR-135a	miRNA	astragaloside IV (AS-IV)	cardiac fibrosis	heart tissues	astragaloside IV (AS-IV) treatment	upregulated	31739105
741	Rat	rno-miR-135a	miRNA	isoproterenol	cardiac fibrosis	cardiac fibroblasts (CFs)	isoprenaline (ISO) tteatment	downregulated	29775892
742	Rat	rno-miR-135a	miRNA	hypoxia	cerebral ischemia/reperfusion (I/R) injury	Primary rat cerebral cortical neurons	hypoxia induce	downregulated	29719095
743	Rat	rno-miR-135a	miRNA	pilocarpine	epilepsy	adult male rats brain tissue and heart tissue	50 days of pilocarpine treatment	downregulated in the brain tissue	24530830
744	Rat	rno-miR-135a	miRNA	¦Ä-opioid receptor (DOR)	hypoxic/ischemic injury	hearts	¦Ä-opioid receptor (DOR) activation treatment	upregulated	27576463
745	Rat	rno-miR-135a	miRNA	hypoxia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia induce	downregulated	30644128
746	Rat	rno-miR-135a	miRNA	"hexahydro-1,3,5-trinitro-1,3,5-triazine (RDX)"	neurotoxicity	brain tissues of rats	RDX at a dose(47 mg/kg) for 48 h treatment	upregulated	25559034
747	Rat	rno-miR-135a	miRNA	H2O2	oxidative stress	rat cardiomyoblast cells H9c2	H2O2	upregulated	28123342
748	Rat	rno-miR-135a	miRNA	stress	post-traumatic stress disorder (PTSD)	Wistar rats HIP	controlled lighting (light on 07:00¨C19:00 hr) and temperature (25 ¡À 2¡ãC) conditions with ad libitum access to food and water treatment	upregulated	28944448
749	Rat	rno-miR-135a	miRNA	"paroxetine hydrochloride and corticotropin-releasing factor antagonist (CP-154,526)"	post-traumatic stress disorder (PTSD)	PTSD Wistar rats HIP	"CP-154,526 treatment"	downregulated	28944448
750	Rat	rno-miR-135a	miRNA	monocrotaline (MCT)	pulmonary arterial hypertension (PAH)	lung tissues	monocrotaline (MCT) treatment	upregulated	31773709
751	Rat	rno-miR-135a	miRNA	acute stress (AS) and chronic stress (CS)	stress-induced myocardial injury	rat	Rats were bound and suspended treatment	downregulated	24669248
752	Rat	rno-miR-135a-5p	miRNA	kainic acid (KA)	epilepsy	primary hippocampal neuron	kainic acid (KA) treatment	"lncRNA GAS5 functions as a competitive endogenous RNA of miR-135a-5p to increase expression of KCNQ3, and lncRNA GAS5 silencing inhibited the occurrence and progression of epilepsy."	31373759
753	Rat	rno-miR-135a-5p	miRNA	magnesium-free extracellular fluid	epilepsy	primary hippocampal neurons from newborn rats	magnesium-free medium culture	upregulated	31091851
754	Rat	rno-miR-135a-5p	miRNA	magnesium-free extracellular fluid	epilepsy	primary hippocampal neuron	magnesium-free extracellular fluid culture	"lncRNA GAS5 functions as a competitive endogenous RNA of miR-135a-5p to increase expression of KCNQ3, and lncRNA GAS5 silencing inhibited the occurrence and progression of epilepsy."	31373759
755	Rat	rno-miR-135a-5p	miRNA	hypoxia	ischemic stroke (IS)	PC12 cells	hypoxia induce	downregulated	31632583
756	Rat	rno-miR-135a-5p	miRNA	hypoxia	pulmonary arterial hypertension (PAH)	pulmonary artery smooth muscle cells (PASMCs)	hypoxia induce	downregulated	30038339
757	Rat	rno-miR-135a-5p	miRNA	monocrotaline (MCT)	pulmonary arterial hypertension (PAH)	lung tissues	monocrotaline (MCT) treatment	downregulated	30038339
758	Rat	rno-miR-135a-5p	miRNA	H2O2	spinal cord injury (SCI)	PC-12 cells	H2O2 treatment	downregulated	33294293
759	Rat	rno-miR-135a-5p	miRNA	Jianpi Xiaoke (JPXK)	type 2 diabetes mellitus (T2DM)	rat	Jianpi Xiaoke (JPXK) treatment	downregulated	33456489
760	Rat	rno-miR-135b	miRNA	radiation	breast cancer	rat mammary cancer tissues	radiation treatment	upregulated	23273170
761	Rat	rno-miR-135b	miRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	rat PC-12 cells	1-methyl-4-phenylpyridinium (MPP+) treatment	downregulated	31036506
762	Rat	rno-miR-135b-5p	miRNA	hypoxia	hypoxic/ischemic injury	Male Sprague Dawley rats	"were exposed to hypoxia (9.5-10% O2) for 1, 5, or 10 days"	upregulated	29262398
763	Rat	rno-miR-136	miRNA	steroids	osteonecrosis of femoral head (ONFH)	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	upregulated	27910957
764	Rat	rno-miR-136-3p	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	hippocampus	amyloid ¦Â1-42?(A¦Â) treatment	downregulated	29706607
765	Rat	rno-miR-136-3p	miRNA	high fat diet (HFD) and injection of pituitrin	coronary artery disease (CAD)	myocardial tissues	high-fat diet and injection of pituitrin	downregulated	32434208
766	Rat	rno-miR-136-3p	miRNA	homocysteine (Hcy)	coronary artery disease (CAD)	cardiac microvascular endothelial cells (CMECs)	homocysteine (HCY) treatmemt	downregulated	32434208
767	Rat	rno-miR-136-5p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	PC-12 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	30546117
768	Rat	rno-miR-136-5p	miRNA	sulfasalazine	multiple sclerosis (MS)	OLN-93 cells	sulfasalazine (SF) treatment	SF downregulated lncRNA HOTAIR but upregulated miR-136-5p	29944870
769	Rat	rno-miR-136-5p	miRNA	electroacupuncture (EA)	spinal cord injury (SCI)	spinal cords	electroacupuncture (EA) treatment	downregulated	32468009
770	Rat	rno-miR-137	miRNA	ethanol (EtOH)	alcohol exposure	amygdala tissues	Adolescent rats were exposed to 2 g/kg ethanol (2 d on/off; AIE) or adolescent intermittent saline (AIS) during postnatal days (PND)28-PND41 and allowed to grow to adulthood.	upregulated	31740576
771	Rat	rno-miR-137	miRNA	hypoxia	apoptosis	GC-5 cells; HEK-293 cells	"5% O2, 90% N2 and 5% CO2,"	downregulated	29286063
772	Rat	rno-miR-137	miRNA	hypoxia	apoptosis	The rat retinal ganglion cell line RGC-5	hypoxia induce	downregulated	29286063
773	Rat	rno-miR-137	miRNA	propofol (PPF)	cell apoptosis and autophagy	PC-12 cells	Propofol treatment	upregulated	31678238
774	Rat	rno-miR-137	miRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozocin (STZ) treatment	downregulated	28695984
775	Rat	rno-miR-137	miRNA	triptolide (TPL)	diabetic nephropathy (DN)	the kidney tissues of the diabetic rats	triptolide (TPL) treatment	upregulated	28695984
776	Rat	rno-miR-137	miRNA	ketamine	hippocampal neurodegeneration	hippocampal neurons	administrat ketamine (75 mg/kg) for 3 days treatment	downregulated	25197371
777	Rat	rno-miR-137	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic injury	rat hippocampal neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	miR-137 expression reduced in hippocampal neurons after OGD treatment.	31961204
778	Rat	rno-miR-137	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	neural ischemia/reperfusion (I/R) injury	hippocampal neurons isolated from neonatal Sprague-Dawley rats	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	28132879
779	Rat	rno-miR-137	miRNA	chronic constriction injury (CCI)	neuropathic pain (NP)	rats	chronic constriction injury (CCI) induce	downregulated	29115665
780	Rat	rno-miR-137	miRNA	heme oxygenase-1 (HMOX1)	oxidative stress	primary spinal cord neurons of E16 rat embryos	HO-1	upregulated	27864650
781	Rat	rno-miR-137	miRNA	lead (Pb)	spatial memory impairment	hippocampal tissues	developmental lead (Pb) exposure	upregulated	31511494
782	Rat	rno-miR-137	miRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	PC12 cells	lipopolysaccharide (LPS) treatment	miR-137 effectively inhibited the apoptosis of LPS-challenged PC12 cells	33499717
783	Rat	rno-miR-137-5p	miRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	primary microglia were isolated from the spinal cord of newborn rats	lipopolysaccharide (LPS) treatment	downregulated	31210303
784	Rat	rno-miR-138	miRNA	hypoxia	ischemic heart disease (IHD)	H9c2 cells	hypoxia induce	"miR-138 was a downstream effector of lncRNA-LET, that miR-138 was highly expressed in lncRNA-LET-overexpressed cell. The cardioprotective effects of lncRNA-LET were abolished when miR-138 was silenced."	31222827
785	Rat	rno-miR-138	miRNA	hypoxia	psoriasis	H9C2 cells	hypoxia treatment	upregulated	24211202
786	Rat	rno-miR-138	miRNA	IL-6 and lipopolysaccharide (LPS)	advanced periodontal disease	periodontal ligament (PDL) cells	IL-6 and lipopolysaccharide (LPS) treatment	upregulated	26518300
787	Rat	rno-miR-138	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	hippocampus primary neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	29614311
788	Rat	rno-miR-138	miRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	AC16 cardiomyocytes	high glucose (HG) treatment	GAS5 expression was upregulated in HG-treated AC16 cardiomyocytes and the rat diabetic myocardial injury model	33682891
789	Rat	rno-miR-138	miRNA	estradiol-17¦Â (E2)	hormonal regulation	adrenals?tissues	estradiol-17¦Â (E2) treatment	downregulated	24205079
790	Rat	rno-miR-138	miRNA	hyperoside	hypoxia-induced cardiac dysfunctions	H9C2 cells	Hyperoside (Hyp) treatment	The expression levels of miR-138 were increased in the hypoxic myocardium in the presence of Hyp	33649812
791	Rat	rno-miR-138	miRNA	astragalus polysaccharide (APS)	hypoxia-induced injury	hypoxia-induced neural stem cells (NSCs)	astragalus polysaccharide (APS) treatment	upregulated	29567543
792	Rat	rno-miR-138	miRNA	hypoxia	hypoxia-induced injury	neural stem cells (NSCs)	hypoxia induce	upregulated	29567543
793	Rat	rno-miR-138	miRNA	hypoxia	ischemic heart disease (IHD)	H9c2 cells	hypoxia treatment	upregulated	31222827
794	Rat	rno-miR-138	miRNA	emodin	myocardial infarction (MI)	hypoxia-induced H9c2 cells	emodin treatment	upregulated	30810622
795	Rat	rno-miR-138	miRNA	hypoxia	myocardial infarction (MI)	H9c2 cells	hypoxia induce	downregulated	30810622
796	Rat	rno-miR-138	miRNA	lipopolysaccharide (LPS)	myocarditis	H9c2 cells	lipopolysaccharide (LPS) treatment	downregulated	31442445
797	Rat	rno-miR-138-5p	miRNA	hypoxia/reoxygenation (H/R)	acute myocardial infarction (AMI)	H9c2 cells	hypoxia/reoxygenation (H/R) treatment	MiR-138-5p was downregulated in H/R-induced H9C2 cells.	33219594
798	Rat	rno-miR-138-5p	miRNA	metformin (Met)	acute respiratory distress syndrome (ARDS)	NR8383 cells	metformin treatment	downregulated	30178862
799	Rat	rno-miR-138-5p	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2cells	hypoxia/reoxygenation (H/R) treatment	downregulated	32231469
800	Rat	rno-miR-138-5p	miRNA	gan-jiang-ling-zhu decoction (GJLZ)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	Gan-Jiang-Ling-Zhu decoction (GJLZ) treatment	"MiR-138?5p expression was significantly increased in the model group, and GJLZ decoction downregulated the expression."	32325349
801	Rat	rno-miR-138-5p	miRNA	MgSO4	osteogenesis	rat primary bone marrow stromal cells	MgSO4 treatment	downregulated	31081160
802	Rat	rno-miR-138-5p	miRNA	insulin-like growth factor 1 (IGF-1)	spinal cord injury (SCI)	Neural stem cells were obtained from E15 fetal rat cerebral cortex cultured supernatant exosomes	insulin growth factor-1 (IFG-1) treatment	upregulated	31848325
803	Rat	rno-miR-139	miRNA	monomethyl fumarate (MF)	intracerebral haemorrhage (ICH)	intracerebral hemorrhage (ICH) rat brain tissues	Monomethyl fumarate (MF) treatment	upregulated	31210338
804	Rat	rno-miR-139-3p	miRNA	acute eccentric exercise	exercise-induced muscle damage (EIMD)	Sprague-Dawley (SD) rats	a downhill running treatment at -16? gradient	dysregulated	28638919
805	Rat	rno-miR-139-5p	miRNA	hypoxic/ischemic	neuron apoptosis	neurons;rat brain tissues	hypoxia-ischemia treatment	downregulated	24333693
806	Rat	rno-miR-139-5p	miRNA	liraglutide	antiapoptotic	INS-1 cells	liraglutide (100 nM) for 48 h	downregulated	28346520
807	Rat	rno-miR-139-5p	miRNA	spontaneous recurrent epileptiform discharges (SREDs)	epilepsy	rat primary hippocampal neurons	spontaneous recurrent epileptiform discharges (SREDs) treatment	miR-139-5p upregulation alleviated SREDs-induced oxidative stress and cell apoptosis via regulating the Notch pathway	33247610
808	Rat	rno-miR-139-5p	miRNA	phenylephrine (PE)	refractory epilepsy	hippocampus	phenobarbitone injection treatment	microRNA-139-5p confers sensitivity to antiepileptic drugs in refractory epilepsy by inhibition of MRP1	31750616
809	Rat	rno-miR-139-5p	miRNA	fluid-percussion injury (FPI)	traumatic brain injury (TBI)	Sprague-Dawley rats	FPI	downregulated	28273100
810	Rat	rno-miR-139-5-p	miRNA	H2O2	cardiomyocytes injury	H9c2 cells	H2O2 treatment	downregulated	26884911
811	Rat	rno-miR-139b	miRNA	"high concentrations of lipid and glucose, and cytokines"	vascular hyper-reactivity	VSMC	"incubat high glucose (25mmol/L) or lipid (palmitic acid 50 ¦Ì mol/L) and 200ng/ml of TNF-¦Á,IL-1¦Â and IL-6 for 25h treatment"	downregulated	25425000
812	Rat	rno-miR-1-3p	miRNA	isoproterenol	acute cardiac injury	heart tissues	isoproterenol treatment	upregulated	27605421
813	Rat	rno-miR-1-3p	miRNA	insert a cannula connected with a saline container into the anterior chamber	acute ocular hypertension (AOH)	adult albino rats retinal ganglion cells (RGCs) and microglial cells	insert a cannula connected with a saline container into the anterior chamber	downregulated	27535721
814	Rat	rno-miR-1-3p	miRNA	muscle contraction	diabetes mellitus (DM)	muscle tissues	"stimulated to contract in vitro for twitch tension analysis (0.5 Hz), 30 min later for tetanic analysis (100 Hz)"	upregulated	28000044
815	Rat	rno-miR-1-3p	miRNA	butorphanol	ischemic arrhythmias	myocardial tissues	butorphanol treatment	Butorphanol significantly reduced the level of miR-1-3p in myocardium.	33210593
816	Rat	rno-miR-1-3p	miRNA	notexin	skeletal muscle atrophy	plasma	notexin treatment	upregulated	26952641
817	Rat	rno-miR-1-3p	miRNA	Jianpi Xiaoke (JPXK)	type 2 diabetes mellitus (T2DM)	rat	Jianpi Xiaoke (JPXK) treatment	upregulated	33456489
818	Rat	rno-miR-140	miRNA	paclitaxel (PTX)	lung fibrosis	lung tisssue of rats	paclitaxel? treatment	low-dose PTX prevents pulmonary fibrosis by suppressing the TGF-¦Â1/Smad3 pathway via upregulating miR-140	23967091
819	Rat	rno-miR-140	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	plasma and lungs	lipopolysaccharide (LPS) treatment	downregulated	30233718
820	Rat	rno-miR-140	miRNA	food restriction	malnutrition	rats serum	10 days of 40% food restriction (RES) treatment	downregulated	24456162
821	Rat	rno-miR-140	miRNA	ormeloxifene	ormeloxifene-induced inhibition of embryo implantation	uterine tissues	ormeloxifene treatment	miR-140 expression was found to be elevated in ormeloxifene administered groups.	29330027
822	Rat	rno-miR-140	miRNA	steroids	osteonecrosis of femoral head (ONFH)	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	upregulated	27910957
823	Rat	rno-miR-140	miRNA	atorvastatin	pericardial patch angioplasty	patch isolated from surrounding vascular tissue	atorvastatin treatment	upregulated	30662650
824	Rat	rno-miR-140*	miRNA	aflatoxin B1 (AFB1)	hepatocellular carcinoma (HCC)	7-week-old Fischer344 male rats liver	aflatoxin B1 (AFB6) treatment	upregulated	24472605
825	Rat	rno-miR-140*	miRNA	nicotine	nicotine addiction	rat PC12 cell	nicotine treatment	upregulated	18845019
826	Rat	rno-miR-140-3p	miRNA	fetal bovine serum (FBS)	liver fibrosis	HSC-T6 cells	Cells were incubated with 5% FBS for 48 h	upregulated	31124340
827	Rat	rno-miR-140-3p	miRNA	platelet derived growth factor-BB (PDGF-BB)	liver fibrosis	HSC-T6 cells	Cells were treated with 10 ng/mL of PDGF-BB for 48 h treatment	upregulated	31124340
828	Rat	rno-miR-140-3p	miRNA	TGF-¦Â1	liver fibrosis	HSC-T6 cells	TGF-¦Â2 treatment	upregulated	31124340
829	Rat	rno-miR-140-5p	miRNA	shikonin	acute lung injury (ALI)	rat lung tissues	Shikonin treatment	Shikonin has effective treatment effects on acute lung injury via regulation of microRNA-140-5p/toll-like receptor 4 (miRNA-140-5p/TLR4) in the in vivo study	31769066
830	Rat	rno-miR-140-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	H9c2 cells	doxorubicin (DOX) treatment	upregulated	29304479
831	Rat	rno-miR-140-5p	miRNA	dioscin	doxorubicin (DOX)-induced cardiotoxicity	H9c2 cells	dioscin treatment	downregulated	29524841
832	Rat	rno-miR-140-5p	miRNA	dexmedetomidine (DEX)	hypoxic/ischemic brain damage (HIBD)	Hypoxia-ischaemia (HI)-treated neonatal rats?brain tissues	dexamethasone (DEX) treatment	upregulated	29536658
833	Rat	rno-miR-140-5p	miRNA	doxorubicin (DOX)	cardiomyocytes injury	SD rats heart tissue	treat with DOX	upregulated	29304479
834	Rat	rno-miR-140-5p	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia/reoxygenation (H/R) treatment	The expression of miR-140-5p in H/R-induced H9c2 cells was higher than that in the control group.	32572928
835	Rat	rno-miR-140-5p	miRNA	hypoxia	pulmonary arterial hypertension (PAH)	rats pulmonary artery smooth muscle cells (PASMCs)	hypoxia induce	downregulated	30367500
836	Rat	rno-miR-140-5p	miRNA	monocrotaline (MCT)	pulmonary arterial hypertension (PAH)	lung tissues	monocrotaline (MCT) treatment	downregulated	30367500
837	Rat	rno-miR-141	miRNA	paraquat (PQ)	lung injury	lung tissues; RLE-6TN cells	paraquat (PQ) treatment	downregulated	33015978
838	Rat	rno-miR-141	miRNA	thalidomide	lung injury	lung tissues; RLE-6TN cells	thalidomide treatment	upregulated	33015978
839	Rat	rno-miR-141	miRNA	glucose fluctuations (GF)	cardiovascular complications of diabetes mellitus (DM)	heart	glucose fluctuations (GF) treatment	upregulated	26497329
840	Rat	rno-miR-141	miRNA	N-acetyl-L-cysteine (NAC)	chronic nonbacterial prostatitis (CNP)	carrageenan-induced CNP rats	N-acetyl-L-cysteine (NAC) treatment	upregulation	26941030
841	Rat	rno-miR-141	miRNA	antibiotics	dysbacteria	Sprague Dawley (SD) rats faeces	treat with a combination of antibiotics for 8 week	downregulated	29264965
842	Rat	rno-miR-141	miRNA	nitrofen	hypoplastic lung	lung tissues	nitrofen treatment	downregulated	27041227
843	Rat	rno-miR-141	miRNA	hypoxia	hypoxia-induced injury	PC12 cells	hypoxia induce	downregulated	31273531
844	Rat	rno-miR-141	miRNA	cisplatin (DDP)	kidney damage	male Wistar rats	cisplatin treatment	upregulated	24880025
845	Rat	rno-miR-141	miRNA	TGF-¦Â1	liver fibrosis	HSC-T6 cells	TGF-¦Â1 treatment	downregulated of miR-141 deactivates hepatic stellate cells by targeting the PTEN/AKT/mTOR pathway	32319536
846	Rat	rno-miR-141	miRNA	chronic constriction injury (CCI)	neuropathic pain (NP)	dorsal root ganglion	chronic constriction injury (CCI) treatment	downregulated	26398163
847	Rat	rno-miR-141	miRNA	ochratoxin A (OTA)	ochratoxin A (OTA) nephrotoxicity	kidney?tissues	OTA nephrotoxicity treatment	suppressed in mid dose but then elevated in high dose	24885635
848	Rat	rno-miR-141	miRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	PC12 cells	N-methyl-4-phenylpyridinium (MPP +) treatment	"MPP+ toxicity significantly caused upregulated in miR-34a, miR-141, and miR-9."	29631008
849	Rat	rno-miR-141	miRNA	lipopolysaccharide (LPS)	rheumatoid arthritis (RA)	chondrocyte	lipopolysaccharide (LPS) treatment	"miR-141 was upregulated in LPS-treated chondrocyte. Inhibitory effects of MEG3 overexpression, mentioned above, were partially abolished by overexpressed miR-141."	31411001
