ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
454	Human	hsa-miR-107	miRNA	dexamethasone (DEX)	avascular necrosis of the femoral head (ANFH)	mesenchymal stem cells (MSCs)	dexamethasone (DEX) treatment	upregulated	26151338
455	Human	hsa-miR-107	miRNA	estradiol	breast cancer	MCF-7 cells	Estradiol treatment	upregulated	19528081
456	Human	hsa-miR-107	miRNA	hypoxia	colorectal cancer (CRC)	Bone marrow mononuclear cells (BMMCs)	hypoxia treatment	MiR-107 expression were increased in EPCs under hypoxic conditions	22792280
457	Human	hsa-miR-107	miRNA	dichloroacetate (DCA) and oxaliplatin (L-OHP)	colorectal cancer (CRC)	HCT-116 cells	dichloroacetate (DCA) and oxaliplatin (L-OHP) treatment	upregulated	31919406
458	Human	hsa-miR-107	miRNA	Skullcapflavone I (SF I)	colorectal cancer (CRC)	HCT116 cells	Skullcapflavone I treatment	downregulated	30509103
459	Human	hsa-miR-107	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	plasma extracellular vesicle (EV)	doxorubicin (Dox) treatment	downregulated	32255536
460	Human	hsa-miR-107	miRNA	rapamycin	endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	rapamycin treatment	downregulated	29579170
461	Human	hsa-miR-107	miRNA	extract of Stellerachamaejasme L(ESC)	hepatocellular carcinoma (HCC)	HepG2 and MHCC97H cells	extract of Stellerachamaejasme L(ESC) treatment	upregulated	29554896
462	Human	hsa-miR-107	miRNA	retinoic acid (RA)	acute promyelocytic leukemia (APL)	human promyelocytic cell line NB4	Retinoic acid treatment	upregulated	17260024
463	Human	hsa-miR-107	miRNA	ischemia/reperfusion (I/R) 	ischemic stroke (IS)	brain tissues	ischemia/reperfusion (I/R) treatment	upregulated in rat hippocampal cultures	24943094
464	Human	hsa-miR-107	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic neuronal injury	SH-SY5Y cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	30007440
465	Human	hsa-miR-107	miRNA	cisplatin (DDP)	laryngeal squamous cell carcinoma (LSCC)	TU-177 cells; AMC-HN-8 cells	cisplatin treatment	H19/miR-107/HMGB1 axis sensitizes laryngeal squamous cell carcinoma to cisplatin by suppressing autophagy in vitro and in vivo.	33314408
466	Human	hsa-miR-107	miRNA	morphine	morphine tolerance	"human embryonic kidney 293 (HEK293) cells, Be(2)C cells"	chronic morphine men treatment	upregulated	24302561
467	Human	hsa-miR-107	miRNA	"anthranilamide-pyrazolo[1,5-a]pyrimidine"	neuroblastoma (NB)	neuronalcancer cells lines MR-32; SK-N-SH	"anthranilamide-pyrazolo[1,5-a]pyrimidine treatment"	upregulated	23992861
468	Human	hsa-miR-107	miRNA	hyperbaric oxygen (HBO)	osteoarthritis (OA)	osteoarthritic (OA) chondrocytes	Hyperbaric oxygen (HBO) treatment	upregulated	31146014
469	Human	hsa-miR-107	miRNA	dexamethasone (DEX)	oxidative stress	OB-6 human osteoblastic cells	dexamethasone (DEX) treatment	miR-107 inhibition upregulates CAB39 and activates AMPK-Nrf2 signaling to protect osteoblasts from dexamethasone-induced oxidative injury and cytotoxicity	32527986
470	Human	hsa-miR-107	miRNA	hypoxia	prostate cancer	colorectal cancer (CRC) cells	Hypoxia treatment	upregulated	22593189
471	Human	hsa-miR-107	miRNA	hypoxia	tumor angiogenesis	HCT116 cells	Hypoxia treatment	upregulated	20308559
472	Human	hsa-miR-10a	miRNA	alcohol	alcohol stress	alcohol consumption in heavy drinkers	were allowed to drink up to 750 cc of beer? treatment	upregulated	25421511
473	Human	hsa-miR-10a	miRNA	tamoxifen (TAM)	breast cancer	tumour samples of breast cancer	tamoxifen treatment	upregulated	23968733
474	Human	hsa-miR-10a	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	?SH-SY5Y cell	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	30798122
475	Human	hsa-miR-10a	miRNA	trametenolic acid B (TAB)	cerebral ischemia/reperfusion (I/R) injury	oxygen glucose deprivation/reoxygenation (OGD/R) induced?SH-SY5Y cell	Trametenolic acid B (TAB) treatment	downregulated	30798122
476	Human	hsa-miR-10a	miRNA	baicalin (BAI)	colorectal cancer (CRC)	HT29 cells	baicalin (BAI) treatment	downregulated	30262902
477	Human	hsa-miR-10a	miRNA	oxaliplatin	colorectal cancer (CRC)	plasma	oxaliplatin treatment	miR-10a was upregulated in resistant patients when compared with sensitive patients	33072545
478	Human	hsa-miR-10a	miRNA	hypoxia	glioblastoma multiforme (GBM)	glioma-derived exosomes (GDEs)	hypoxia treatment	The hypoxia-inducible expression of miR-10a and miR-21 in GDEs mediated GDE-induced MDSC expansion and activation by targeting RAR-related orphan receptor alpha (RORA) and phosphatase and tensin homolog (PTEN).	29713056
479	Human	hsa-miR-10a	miRNA	TGF-¦Â	glioblastoma multiforme (GBM)	human glioma cell	transforming growth factor ¦Â (TGF-¦Â) treatment	upregulated	24100613
480	Human	hsa-miR-10a	miRNA	H2O2	oxidative stress	human umbilical endothelial cells (HUVECs) and peripheral blood mononuclear cells	LPS (20 ng/mL) or H2O2 (1%) for 8 hours at 37¡ãC	dysregulated	28403739
481	Human	hsa-miR-10a	miRNA	lipopolysaccharide (LPS)	oxidative stress	human umbilical endothelial cells (HUVECs) and peripheral blood mononuclear cells	LPS (20 ng/mL) or H2O2 (1%) for 8 hours at 37¡ãC	dysregulated	28403739
482	Human	hsa-miR-10a	miRNA	infliximab	inflammatory bowel disease (IBD)	IBD patients	infliximab treatment	downregulated	25281418
483	Human	hsa-miR-10a	miRNA	cisplatin (DDP)	lung cancer	A549 cells; H1299 cells	cisplatin treatment	CTCs treated with cisplatin demonstrated higher miR-10a expression and lower PIK3CA expression than that in A549 and H1299 cells.	32186774
484	Human	hsa-miR-10a	miRNA	icariin (ICA)	lung cancer	A549 cells	Icaritin treatment	downregulated	31829310
485	Human	hsa-miR-10a	miRNA	retinoic acid (RA)	neuroblastoma (NB)	SH-SY5Y (ATCC CRL-2266); HeLa (ATCC CCL-2) cells	Retinoic acid treatment	upregulated	21118818
486	Human	hsa-miR-10a	miRNA	compound C	nonalcoholic fatty liver disease (NAFLD)	primary human hepatocytes (HH)	compound C treatment	downregulated	32143184
487	Human	hsa-miR-10a	miRNA	palmitic acid (PA)	nonalcoholic fatty liver disease (NAFLD)	primary human hepatocytes (HH)	palmitic acid treatment	downregulated	32143184
488	Human	hsa-miR-10a	miRNA	cisplatin (DDP)	ovarian cancer (OC)	SKOV3 cells;DDP cells	cisplatin treatment	upregulated	24589211
489	Human	hsa-miR-10a	miRNA	methotrexate (MTX)	rheumatoid arthritis (RA)	peripheral blood	methotrexate treatment	circulating miR-10a was upregulated in RA patients treated with MTX.	29667551
490	Human	hsa-miR-10a-3p	miRNA	respiratory syncytial virus (RSV)	respiratory syncytial virus (RSV)-associated pneumonia	whole blood	respiratory syncytial virus (RSV) infection treatment	upregulated	32410870
491	Human	hsa-miR-10a-5p	miRNA	IL-6	intervertebral disc degeneration (IDD)	Primary human articular chondrocyte	?IL-6?treatment treatment	"?IL-6 downregulated miR-10a-5p, which subsequently derepressed IL-6R expression"	33166496
492	Human	hsa-miR-10a-5p	miRNA	lipopolysaccharide (LPS)	apical periodontitis (AP)	K-562 cells	lipopolysaccharide (LPS) treatment	upregulated	33245973
493	Human	hsa-miR-10a-5p	miRNA	S-equol	breast cancer	MCF-7?cells	S-equol treatment	upregulated	31390527
494	Human	hsa-miR-10a-5p	miRNA	aristolochic acid	chronic kidney disease (CKD) and upper urinary tract carcinoma (UUC)	paraffin-embedded tissue	aristolochic acid (AA) treatment	downregulated	26397152
495	Human	hsa-miR-10a-5p	miRNA	aspirin	heart repair	mesenchymal stem cells (MSCs)	aspirin treatment	upregulated	32044414
496	Human	hsa-miR-10a-5p	miRNA	IL-6	intervertebral disc degeneration (IDD)	Primary human chondrocytes	IL-6 treatment	downregulated	32746985
497	Human	hsa-miR-10a-5p	miRNA	heparin-binding EGF-like growth factor (HB-EGF)	keratinocytes (KCs) diferentiation	human primary KCs	heparin-binding EGF-like growth factor (HB-EGF) treatment	upregulated	31049964
498	Human	hsa-miR-10a-5p	miRNA	bevacizumab and FOLFOX	metastatic colorectal cancer (mCRC)	mCRC patients tumor tissue	bevacizumab/FOLFOX	upregulated	28693229
499	Human	hsa-miR-10a-5p	miRNA	azacitidine (AZA)	myelodysplastic syndrome (MDS)	bone marrow CD34+ cells	azacitidine (AZA) treatment	downregulated	29630523
500	Human	hsa-miR-10a-5p	miRNA	cyclosporine A (CsA)	nephrotoxicity	human proximal tubule cells	cyclosporine A treatment	dysregulated	28925592
501	Human	hsa-miR-10a-5p	miRNA	hormone	non-traumatic osteonecrosis of femoral head (ONFH)	femoral head	hormone treatment	downregulated	26298803
502	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	osteoarthritis (OA)	chondrocytes	interleukin-1¦Â treatment	upregulated	30731321
503	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	osteoarthritis (OA)	primary cultured chondrocytes	IL-1¦Â treatment	upregulated	30731321
504	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	osteoarthritis (OA)	chondrocytes	IL-1¦Â treatment	LncRNA SNHG5 promotes chondrocyte proliferation and inhibits apoptosis in osteoarthritis by regulating miR-10a-5p/H3F3B axis	32967481
505	Human	hsa-miR-10a-5p	miRNA	oleanolic acid (OLA)	osteoarthritis (OA)	chondrocytes	oleanolic acid (OLA) treatment	downregulated	32028542
506	Human	hsa-miR-10a-5p	miRNA	tyrosine kinase inhibitors (TKI)	renal cell carcinoma (RCC)	patients with advanced renal cell carcinoma (RCC)	tyrosine kinase inhibitors (TKI) treatment	downregulated	28746769
507	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	rheumatoid arthritis (RA)	SW982 cells	IL-5¦Â treatment	downregulated	28782180
508	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	rheumatoid arthritis (RA)	human synovial sarcoma cell line SW982	IL-1¦Â treatment	downregulated	28782180
509	Human	hsa-miR-10a-5p	miRNA	IL-1¦Â	rheumatoid arthritis (RA)	SW982 cells	IL-1¦Â treatment	downregulated	29545315
510	Human	hsa-miR-10b	miRNA	fenretinide	angiogenesis	human umbilical vein endothelial cells (HUVECs)	fenretinide treatment	downregulated	31925643
511	Human	hsa-miR-10b	miRNA	propofol (PPF)	bladder cancer	T24 cells	"2,6-diisopropylphenol (propofol) treatment"	downregulated	31788099
512	Human	hsa-miR-10b	miRNA	hyperthermia	breast cancer	BC lines MCF-7;BT474;SK-BR-3;MDA-MB-231	Hyperthermia treatment	downregulated	27380148
513	Human	hsa-miR-10b	miRNA	linifanib	breast cancer	"MCF-7, MM231, MM468, T47D cells"	Linifanib treatment	downregulated	30166612
514	Human	hsa-miR-10b	miRNA	low-glycaemic load dietary	breast cancer	serum (pre-menopausal women)	low-glycaemic load dietary treatment	upregulated	22647265
515	Human	hsa-miR-10b	miRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) and 4-phenylbutyric acid (PBA)"	chondrosarcoma	JJ012 and SW1353 chondrosarcoma cell lines	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) and 4-phenylbutyric acid (PBA) treatment"	upregulated	26549320
516	Human	hsa-miR-10b	miRNA	acidic microenvironment	early-stage hepatocellular carcinoma (E-HCC)	The human HCC cell lines SMMC-7721 and Hep3B	acidic microenvironment treatment	upregulated	31037150
517	Human	hsa-miR-10b	miRNA	TGF-¦Â	esophageal squamous cell carcinoma (ESCC)	"Esophageal cancer cells, TE-1 and EC9706"	transforming growth factor-¦Â (TGF-¦Â) treatment	upregulated	31602239
518	Human	hsa-miR-10b	miRNA	bisphenol A (BPA)	female fertility	cumulus oocyte complex (COC)	bisphenol A (BPA) treatment	downregulated	33285269
519	Human	hsa-miR-10b	miRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	gastric cancer (GC)	GC cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	24481854
520	Human	hsa-miR-10b	miRNA	5-fluorouracil (5-Fu)	gastric cancer (GC)	SGC-7901 cells	5-fluorouracil (5-FU) treatment	upregulated	23525256
521	Human	hsa-miR-10b	miRNA	lidocaine	gastric cancer (GC)	MGC-803 cells	lidocaine (Lido) treatment	Lido declined cisplatin resistance by down-regulating miR-10b.	32892697
522	Human	hsa-miR-10b	miRNA	TGF-¦Â1	glioblastoma multiforme (GBM)	human glioma cell lines U87 and U251	5 ng/ml of TGF-¦Â treatment	upregulated	28393237
523	Human	hsa-miR-10b	miRNA	neferine (NEF)	glioblastoma multiforme (GBM)	human glioma cell line U251	neferine (NEF) treatment	downregulated	30551353
524	Human	hsa-miR-10b	miRNA	neferine (NEF)	glioblastoma multiforme (GBM)	human glioma cell line U251	neferine (NEF) treatment	downregulated	30551353
525	Human	hsa-miR-10b	miRNA	TGF-¦Â	glioblastoma multiforme (GBM)	human glioma cell	transforming growth factor ¦Â (TGF-¦Â) treatment	upregulated	24100613
526	Human	hsa-miR-10b	miRNA	heparin	angiogenesis	human microvascular endothelial cells (HMEC-1)	Heparin treatment	downregulated	21642433
527	Human	hsa-miR-10b	miRNA	B cell lymphoma/lewkmia-2 (Bcl2)	medulloblastoma	medulloblastoma cell	B cell lymphoma/lewkmia-2 (Bcl2) treatment	high expression of miRNA-10b in medulloblastoma cell lines compared to a normal cerebellar control	26394044
528	Human	hsa-miR-10b	miRNA	retinoic acid (RA)	neuroblastoma (NB)	SH-SY5Y (ATCC CRL-2266); HeLa (ATCC CCL-2) cells	Retinoic acid treatment	upregulated	21118818
529	Human	hsa-miR-10b	miRNA	cisplatin (DDP)	ovarian cancer (OC)	ES2 cells	cisplatin treatment	upregulated	32901049
530	Human	hsa-miR-10b	miRNA	hyaluronan-CD44	thymic atrophy and alterations in T cell differentiation	breast tumor cells (MDA-MB-231 cells)	Hyaluronan-CD44? treatment	upregulated	20843787
531	Human	hsa-miR-10b	miRNA	5-fluorouracil and ixabepilone	triple negative breast cancer (TNBC)	MDA-MB-453 LAR-type TNBC tumor cells	5-fluorouracil together with ixabepilone treatment	upregulated	24396484
532	Human	hsa-miR-10b	miRNA	epstein-barr virus (EBV)	nasopharyngeal carcinoma (NPC)	human nasopharyngeal carcinoma cells	Epstein-Barr virus (EBV) infection	upregulated	20732742
533	Human	hsa-miR-10b-3p	miRNA	hypoxia	esophageal squamous cell carcinoma (ESCC)	ECA109 cells; KYSE410 cells	hypoxia induce	upregulated	31772141
534	Human	hsa-miR-10b-3p	miRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	hepatocellular carcinoma (HCC) tissues	sorafenib treatment	dysregulated	28049231
535	Human	hsa-miR-10b-3p	miRNA	hypoxia	lung cancer	A549 cells	hypoxia treatment	upregulated	27524914
536	Human	hsa-miR-10b-3p	miRNA	hypoxia	preeclampsia (PE)	human trophoblast HTR-8/SVneo cells	hypoxia induce	downregulated	30552989
537	Human	hsa-miR-10b-3p	miRNA	hypoxia	preeclampsia (PE)	HTR-8/SVneo cells	hypoxia treatment	Lower levels of miR-10b-3p but higher expression of WDR86-AS1 and LITAF were observed in PE-affected placentas and trophoblast cells under hypoxia.	30552989
538	Human	hsa-miR-10b-5p	miRNA	Kv channel blocker 4-aminopyridine (4-AP)	cell proliferation and apoptosis	U87-MG cells; U251 cells	Kv channel blocker 4-aminopyridine (4-AP) treatment	"4-AP altered the miRNA expression in glioma cells, and the downregulated of miR-10b-5p induced by 4-AP was verified by real-time PCR."	29514931
539	Human	hsa-miR-10b-5p	miRNA	hypoxia	glioblastoma multiforme (GBM)	U87MG cells	hypoxia treatment	downregulated	25129238
540	Human	hsa-miR-10b-5p	miRNA	glucocorticoid (GC)	glucocorticoid-induced osteoporosis (GIOP)	vertebral samples	treatment	upregulated	30503955
541	Human	hsa-miR-10b-5p	miRNA	hypoxia	ischemic injury	endothelial colony-forming cells (ECFCs) exosomes	hypoxia induce	downregulated	30183690
542	Human	hsa-miR-10b-5p	miRNA	azacitidine (AZA)	myelodysplastic syndrome (MDS)	bone marrow CD34+ cells	azacitidine (AZA) treatment	downregulated	29630523
543	Human	hsa-miR-1178	miRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	human macrophages (HTP-1 and U937 cells)	Mycobacterium tuberculosis (M.tb) infection	upregulated	29781535
544	Human	hsa-miR-1179	miRNA	low-glycaemic load dietary	breast cancer	serum (pre-menopausal women)	low-glycaemic load dietary treatment	downregulated	22647265
545	Human	hsa-miR-1180	miRNA	hypoxia	lung cancer	A549 cells	hypoxia treatment	upregulated	27524914
546	Human	hsa-miR-1180	miRNA	paclitaxel (PTX)	triple negative breast cancer (TNBC)	HCC38 (paclitaxel-sensitive) and MDA-MB436 (paclitaxel-resistant) TNBC cells	paclitaxel treatment	downregulated	29416635
547	Human	hsa-miR-1181	miRNA	platelet derived growth factor-BB (PDGF-BB)	pulmonary arterial hypertension (PAH)	human pulmonary artery smooth muscle cells (PASMCs)	Platelet-derived growth factor BB (PDGFBB) treatment	downregulated	30211651
548	Human	hsa-miR-1181	miRNA	water particulate matter 2.5 (PM2.5 )	respiratory toxicity	human alveolar epithelial cell (A549)	water particulate matter 2.5 (PM2.5 ) treatment	upregulated	26791009
549	Human	hsa-miR-1182	miRNA	low-glycaemic load dietary	breast cancer	serum (pre-menopausal women)	low-glycaemic load dietary treatment	downregulated	22647265
550	Human	hsa-miR-1182	miRNA	IFN-¦Ã	immunoregulatory function	human mesenchymal stem cells (MSCs)	"150 U/mL of IFN ¦Ã (Sigma, USA) for 24 h"	downregulated	28397044
551	Human	hsa-miR-1182	miRNA	hypoxia	non-small cell lung cancer (NSCLC)	H522; H1975; BEAS-2B	hypoxia treatment	Circ_0000376 promoted NSCLC progression by regulating the miR-1182/NOVA2 axis	32922073
552	Human	hsa-miR-1183	miRNA	capecitabine-oxaliplatin and radiotherapy	colorectal cancer (CRC)	human fresh biopsies of rectal tumors	capecitabine-oxaliplatin and radiotherapy	upregulated	22172905
553	Human	hsa-miR-1183	miRNA	radiation	glioblastoma multiforme (GBM)	U87 cells; U251 cells	radiation treatment	miR-1183 expression was significantly upregulated in U87 and U251 cells following irradiation	32080097
554	Human	hsa-miR-1183	miRNA	brain-derived neurotrophic factor (BDNF)	proangiogenic function	CFU-Hill cells	brain-derived neurotrophic factor (BDNF) treatment	upregulated	29860902
555	Human	hsa-miR-1184	miRNA	lipopolysaccharide (LPS)	neonatal sepsis (NS)	serum	lipopolysaccharide (LPS) treatment	The results indicated that the serum levels of miR-1184 in neonates with sepsis were decreased	33732323
556	Human	hsa-miR-1193	miRNA	IL-1¦Â	rheumatoid arthritis (RA)	MH7A cells	IL-1¦Â treatment	downregulated	32597556
557	Human	hsa-miR-12	miRNA	cisplatin (DDP)	apoptosis	K562 cells	cisplatin treatment	upregulated	20428827
558	Human	hsa-miR-1202	miRNA	antidepressant	major depressive disorder (MDD)	cohorts of depressed patients	received 8 weeks of antidepressant therapy	upregulated	28520926
559	Human	hsa-miR-1202	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	neuroinflammation	human microglial cells (HM cells)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated of miR-1202 and upregulated of Rab1a were found in OGD/R induced HM cells.	32124161
560	Human	hsa-miR-1203	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemia/reperfusion (I/R) injury	T-HESC and primary human endometrial cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	miR-1203 targets and silences CypD to protect human endometrial cells from OGDR	32041924
561	Human	hsa-miR-1205	miRNA	paraquat (PQ)	parkinson's disease (PD)	human neural progenitor cells (hNPCs)	10¦ÌM PQ treatment	upregulated	28619522
562	Human	hsa-miR-1207-3p	miRNA	gemcitabine (GEM)	advanced pancreatic cancer (PC)	BxPC-3 cells; PANC-1 cells	Gemcitabine treatment	"Gemcitabine treatment decreases PVT1 levels and increases its encoded miRNAs, such as the miR-1207 pair (miR-1207-5p/3p)."	30341811
563	Human	hsa-miR-1207-5p	miRNA	gemcitabine (GEM)	advanced pancreatic cancer (PC)	BxPC-3 cells; PANC-1 cells	Gemcitabine treatment	"Gemcitabine treatment decreases PVT1 levels and increases its encoded miRNAs, such as the miR-1207 pair (miR-1207-5p/3p)."	30341811
564	Human	hsa-miR-1207-5p	miRNA	lucidum	breast cancer	MCF-7 breast cancer cells	lucidum treatment	upregulated	25954907
565	Human	hsa-miR-1207-5p	miRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	nasopharyngeal carcinoma cell HK-1	TGF-¦Âtreatment	upregulated	26032086
566	Human	hsa-miR-1207-5p	miRNA	tanshinol (TAN)	melanoma	"Human melanoma cell lines (M14, A375)"	Tanshinol treatment	upregulated	31828417
567	Human	hsa-miR-1207-5p	miRNA	tanshinol (TAN)	melanoma	A375 cells; M14 cells	Tanshinol treatment	Tanshinol induced miR-1207-5p expression and suppressed cell growth and mobility of melanoma cells	31828417
568	Human	hsa-miR-122	miRNA	N-3 polyunsaturated fatty acids (PUFA)	nonalcoholic fatty liver disease (NAFLD)	blood	n-3 long-chain polyunsaturated fatty acids (n-3 PUFA) treatment	 n-3 PUFA were effective in reducing ALP and liver fibrosis without altering the expression of circulating miR-122 in individuals with NAFLD.	33147705
569	Human	hsa-miR-122	miRNA	acetaminophen (APAP)	acetaminophen (APAP)-induced liver injury (AILI)	primary human hepatocytes (PHH)	acetaminophen (APAP) treatment	upregulated	32379794
570	Human	hsa-miR-122	miRNA	high glucose (HG)	acute coronary syndrome (ACS)	Human Macrophages	high glucose treatment	upregulated	27519051
571	Human	hsa-miR-122	miRNA	coptisine (COP)	acute liver failure (ALF)	HepG2 cells and LO2 cells	COP treatment for 7d	upregulated	29253766
572	Human	hsa-miR-122	miRNA	hepatitis C virus (HCV)	acute lymphoblastic leukemia (ALL)	liver and serum	hepatitis C virus (HCV) infection	downregulated	23085648
573	Human	hsa-miR-122	miRNA	H2O2	age-related macular degeneration (AMD)	ARPE-19 cells	H2O2 treatment	downregulated	31784665
574	Human	hsa-miR-122	miRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	SK-N-SH cells	amyloid-¦Â (A¦Â) 25-35 treatment	Both lncRNA Rpph1 and miR-122 were upregulated in AD mouse and Rpph1 activated Wnt/¦Â-catenin signaling to ameliorate amyloid-¦Â induced neuronal apoptosis in SK-N-SH cells via direct targeting miR-122.	31718352
575	Human	hsa-miR-122	miRNA	amoxicillin or clavulanate	amoxicillin/clavulanate-induced liver injury (AC-DILI)	healthy subjects liver	administered amoxicillin/clavulanate for 14 days	upregulated	27785887
576	Human	hsa-miR-122	miRNA	PAX8/PPAR¦Ã fusion protein (PPFP)	anaplastic thyroid carcinoma (ATC)	"ATC cell lines: BHT-101; FRO, C-643; KTC-2;KTC-3"	PAX8/PPAR¦Ã fusion protein (PPFP) treatment	upregulated	23598436
577	Human	hsa-miR-122	miRNA	arsenite	arsenic-induced skin lesions	plasma	arsenic exposure	upregulated	31359311
578	Human	hsa-miR-122	miRNA	rhinoviruses (RVs)	asthma	human airway epithelial cells	rhinoviruses (RVs) infection treatment	"Here, we found that RV infection induced the expression of miRNA 122 (miR-122) in mouse lungs and in human airway epithelial cells"	33830082
579	Human	hsa-miR-122	miRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aortic Endothelial cell (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	31228514
580	Human	hsa-miR-122	miRNA	benzimidazotriazin	breast cancer	breast cancer (BC) tissues	benzimidazotriazin treatment	miR-122 was significantly higher in both groups treated with benzimidazotriazine compared to the cisplatin group.	33232730
581	Human	hsa-miR-122	miRNA	bile duct ligation (BDL)	breast cancer	serum	bile-duct ligation (BDL) treatment	Serum miR-122 increased significantly after BDL-induced cholestatic injury	24086271
582	Human	hsa-miR-122	miRNA	trichostatin A (TSA)	cell differentiation	hepatocyte-like cells (HLCs) generated from human adipose tissue-derived mesenchymal stem cells (hAT-MSCs)	hepatocyte-like cells (HLCs) generated from human adipose tissue-derived mesenchymal stem cells (hAT-MSCs) treatment	upregulation	26360933
583	Human	hsa-miR-122	miRNA	hepatitis B virus (HBV)	cell-intrinsic angiogenic activity of ECs	liver tissue	hepatitis B virus (HBV) infection	downregulated	22105316
584	Human	hsa-miR-122	miRNA	leptin	cholangiocarcinoma (CCA)	The human cholangiocarcinoma cell lines SK-ChA-1 and TFK-1	Leptin treatment	downregulated	31115511
585	Human	hsa-miR-122	miRNA	hepatitis C virus (HCV) direct-acting antiviral agents (DAAs)	chronic hepatitis C virus (HCV) infection	Plasma HCV RNA	DAAs treatment	downregulated	26436610
586	Human	hsa-miR-122	miRNA	IFN-¦Ã	chronic hepatitis C virus (HCV) infection	HCV-infected hepatocytes	IFN-¦Ë treatment	downregulated	24385435
587	Human	hsa-miR-122	miRNA	transarterial chemoembolization (TACE)	chronic hepatitis and hepatocellular carcinoma (HCC)	HCC patients plasma	TACE treatment	upregulated in plasma	27194671
588	Human	hsa-miR-122	miRNA	PEG-interferon plus ribavirin therapy	chronic hepatitis C virus (HCV) infection	Blood and plasma	PEG-interferon plus ribavirin therapy treatment	upregulated	27054010
589	Human	hsa-miR-122	miRNA	oxaliplatin	colorectal cancer (CRC)	SW480 cells; HCT116 cells	oxaliplatin treatment	downregulated	31901148
590	Human	hsa-miR-122	miRNA	H2O2	crohn disease (CD)	HT-29 cells	H2O2 treatment	downregulated	31019652
591	Human	hsa-miR-122	miRNA	ionic liquids (ILs) 1-decyl-3-methylimidazolium bromide	cytotoxicity	HepG2 cells	Ionic liquids (ILs) 1-decyl-3-methylimidazolium bromide treatment	upregulated	31702098
592	Human	hsa-miR-122	miRNA	H2O2	deep vein thrombosis (DVT)	human umbilical vein endothelial cells (HUVECs)	H2O2 treatment	downregulated	33195700
593	Human	hsa-miR-122	miRNA	trichostatin A (TSA)	differentiated phenotype in hepatocytes	hepatocyte-like cells (HLCs)	trichostatin A (TSA) treatment	upregulated	26360933
594	Human	hsa-miR-122	miRNA	acetaminophen (APAP)	drug hepatotoxicity	healthy men and women	acetaminophen (APAP) treatment	upregulated	24118944
595	Human	hsa-miR-122	miRNA	grape pomace extract (GPE)	dyslipidemia and insulin resistance	rat hepatoma cell line (ECACC); FAO cells	grape pomace extract (GPE) treatment	GPE reduced miR-122 but increased miR-33a expression.	24165878
596	Human	hsa-miR-122	miRNA	grape seed proanthocyandin extract (GSPE)	dyslipidemia and insulin resistance	rat hepatoma cell line (ECACC); FAO cells	grape seed proanthocyandin extract (GSPE) treatment	GSPE reduced both miR-122 and miR-33a levels.	24165878
597	Human	hsa-miR-122	miRNA	human genotoxic carcinogens aflatoxin B1 (AFB1) and benzo[a]pyrene (B[a]P)	early non-genotoxic events	HepaRG cells	human genotoxic carcinogens aflatoxin B1 (AFB1) and benzo[a]pyrene (B[a]P) treatment	downregulated	26609139
598	Human	hsa-miR-122	miRNA	2-octynoic acid	endometrial cancer (EC)	human hepatocytes HepG2.2.15	2-octynoic acid treatment	over expression	23741428
599	Human	hsa-miR-122	miRNA	H2O2	epithelial-mesenchymal transition (EMT)	human umbilical vein endothelial cells (HUVECs); human aortic endothelial cells (HAECs)	H2O2 treatment	miR-122 was markedly upregulated after treatment with H2O2 for 48 h.	33278397
600	Human	hsa-miR-122	miRNA	cisplatin (DDP)	gastric cancer (GC)	MKN74 cells	cisplatin treatment	downregulated	31152437
