ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
241	Human	CTBP1-AS2	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human glomerular mesangial cells (HGMCs)	high glucose (HG) treatment	"CTBP1-AS2 attenuated HG-induced HGMC proliferation, oxidative stress, ECM accumulation, and inflammation through miR-155-5p/FOXO1 signaling."	32868076
242	Human	CTBP1-AS2	lncRNA	microwave ablation (MWA)	hepatocellular carcinoma (HCC)	hepatocellular carcinoma (HCC) tissues; HCC cell lines	microwave ablation (MWA) treatment	upregulated	32988587
243	Human	CTC-276P9.1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	esophageal squamous cell carcinoma (ESCC)	"Human esophageal cancer cell lines TE1, TE13, T.Tn, YES2, Eca109, and Kyse170"	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	29524086
244	Human	CTC-276P9.1	lncRNA	histone deacetylase inhibitor trichostatin A (TSA)	esophageal squamous cell carcinoma (ESCC)	"Human esophageal cancer cell lines TE1, TE13, T.Tn, YES2, Eca109, and Kyse170"	histone deacetylase (HDAC) inhibitor TSA treatment	upregulated	29524086
245	Human	CTC-459I6.1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	downregulated	28316063
246	Human	CTD1-2003C8	lncRNA	bisphosphonates (BPs)	bisphosphonate-induced osteonecrosis of the jaw (BONJ)	lymphomonocytes	bisphosphonates (BPs) treatment	upregulated	32714991
247	Human	CTD-2201E18	lncRNA	bisphosphonates (BPs)	bisphosphonate-induced osteonecrosis of the jaw (BONJ)	lymphomonocytes	bisphosphonates (BPs) treatment	upregulated	32714991
248	Human	CTD-2215E18.3	lncRNA	ginsenoside Rh2	hepatocellular carcinoma (HCC)	HepG2 cells	ginsenoside Rh2 treatment	upregulated	30394104
249	Human	CTD-2639E6.9	lncRNA	influenza A virus (IAV)	influenza A virus (IAV) infection	human lung epithelial A549 cells	influenza A/Puerto Rico/8/34 infection	upregulated	30669933
250	Human	CUST_40243	lncRNA	benzene	benzene-induced hematotoxicity	peripheral lymphocytes	benzene treatment	upregulated	32730034
251	Human	CYTOR	lncRNA	tamoxifen (TAM)	breast cancer	tamoxifen resistant MCF7 cell lines (MCF7/TAM1 and MCF7/TAM2)	tamoxifen treatment	upregulated	31894257
252	Human	CYTOR	lncRNA	tamoxifen (TAM)	breast cancer	MCF7 / TAM2; MCF7 / TAM1	tamoxifen treatment	lncRNA CYTOR promotes tamoxifen resistance in breast cancer cells via sponging miR-125a-5p	31894257
253	Human	D63785	lncRNA	doxorubicin (DOX)	gastric cancer (GC)	BGC823 cells	doxorubicin (DOX) treatment	lncR-D63785 was downregulated in BGC823 cells treated by DOX.	30195778
254	Human	D63785	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	neuron apoptosis	SH-SY5Y cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	32999283
255	Human	DANCR	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	HK2 cells	Lipopolysaccharide (LPS) treatment	DANCR Suppressed Lipopolysaccharide-Induced Septic Acute Kidney Injury by Regulating miR-214 in HK-2 Cells	32222722
256	Human	DANCR	lncRNA	bisphosphonates (BPs)	bisphosphonate-induced osteonecrosis of the jaw (BONJ)	lymphomonocytes	bisphosphonates (BPs) treatment	downregulated	32714991
257	Human	DANCR	lncRNA	compression force (CF)	cell differentiation	root resorption tissues	orthodontic tooth movement (OTM)	upregulated	31213122
258	Human	DANCR	lncRNA	cisplatin (DDP)	colorectal cancer (CRC)	SW480 cells	cisplatin treatment	upregulated	32766131
259	Human	DANCR	lncRNA	doxorubicin (DOX)	colorectal cancer (CRC)	HCT116 and RKO cells	doxorubicin (DOX) treatment	we found DANCR was suppressed by Doxorubicin and it acted as an important repressor of apoptosis in colorectal cancer.	33414433
260	Human	DANCR	lncRNA	cisplatin (DDP)	gastric cancer (GC)	"GC cell lines (SGC7901, BGC823) and cisplatin (DDP)-resistant cell lines (SGC7901/DDP, BGC823/DDP)"	cisplatin treatment	upregulated	31002130
261	Human	DANCR	lncRNA	cisplatin (DDP)	glioblastoma multiforme (GBM)	U87 cells; U251 cells	cisplatin treatment	DANCR highly expressed LN18 and U138MG cells were less sensitive to cisplatin than DANCR lowly expressed U87MG and U251MG cells.	29572052
262	Human	DANCR	lncRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	HEK-293T; Huh7; Hep3B cells	sorafenib treatment	LncRNA DANCR Promotes Sorafenib Resistance via Activation of IL-6/STAT3 Signaling in Hepatocellular Carcinoma Cells	32103983
263	Human	DANCR	lncRNA	resveratrol	nasopharyngeal carcinoma (NPC)	SUNE-1 cells; 5-8F cells	resveratrol (RS) treatment	Resveratrol downregulated the expression of DANCR	32683392
264	Human	DANCR	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	human primary chondrocytes	lipopolysaccharide (LPS) treatment	"Expression of DANCR was upregulated, and miR-19a was downregulated in human OA cartilage and LPS-treated primary chondrocytes in vitro."	33283483
265	Human	DANCR	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	primary chondrocytes	lipopolysaccharide (LPS)? treatment	"Expression of DANCR was upregulated, and miR-19a was downregulated in human OA cartilage and LPS-treated primary chondrocytes in vitro."	33283483
266	Human	DANCR	lncRNA	TGF-¦Â	ovarian cancer (OC)	A2780 cells; SKOV3 cells	TGF-¦Â treatment	Knockdown of DANCR Suppressed the Biological Behaviors of Ovarian Cancer Cells Treated with Transforming Growth Factor-¦Â (TGF-¦Â) by Sponging MiR-214	32417846
267	Human	DANCR	lncRNA	paclitaxel (PTX)	prostate cancer	"Human prostate cancer cells (PC3, C4-2 and DU145)"	Paclitaxel treatment	downregulated of DANCR increased paclitaxel sensitivity in prostate cancer cells by negatively regulating the expression of miR-135a	31486484
268	Human	DARS-AS1	lncRNA	hypoxia	myeloma	"RPMI 8226, LP-1, U266, H929 cells"	hypoxia induce	upregulated	31289203
269	Human	DDIT4-AS1	lncRNA	hypoxia and TGF¦Â1	idiopathic pulmonary fibrosis (IPF)	human pulmonary fibroblasts (HPFs)	hypoxia and TGF¦Â1 treatment	upregulated	31925944
270	Human	DGCR5	lncRNA	aurora kinase inhibitor (CCT137690)	breast cancer	MCF-7 cells	aurora kinase inhibitor (CCT137690) treatment	upregulated	31319040
271	Human	DGCR5	lncRNA	hypoxia	spinal cord injury (SCI)	AGE1.HN cells	hypoxia treatment	DGCR5 was downregulated in AGE1.HN cells treated with hypoxia.	30146926
272	Human	DICER1-AS1	lncRNA	pterostilbene	breast cancer	MCF 7 cells	pterostilbene treatment	upregulated	30619763
273	Human	DICER1-AS1	lncRNA	arsenite	cell proliferation	A549 cells	arsenite exposure	we found that the expression of lncRNA DICER1-AS1 was significantly inhibited by sodium arsenite in a dose-dependent manner.	33609750
274	Human	DILC	lncRNA	lipopolysaccharide (LPS)	sepsis	THP-1 cells	lipopolysaccharide (LPS) treatment	downregulated	30365067
275	Human	DIO3OS	lncRNA	resveratrol	benign prostatic hyperplasia (BPH)	Benign prostatic hyperplasia epithelial-1 (BPH-1) cells; SV40 large-T antigen-immortalized stromal cell line WPMY-1	resveratrol (RS) treatment	downregulated	33718067
276	Human	DIO3OS	lncRNA	TGF-¦Â1	benign prostatic hyperplasia (BPH)	Benign prostatic hyperplasia epithelial-1 (BPH-1) cells; SV40 large-T antigen-immortalized stromal cell line WPMY-1	TGF-¦Â1 treatment	upregulated	33718067
277	Human	DKK3-1	lncRNA	hypoxia and TGF¦Â1	idiopathic pulmonary fibrosis (IPF)	human pulmonary fibroblasts (HPFs)	hypoxia and TGF¦Â1 treatment	upregulated	31925944
278	Human	DLX6-AS1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemia/reperfusion (I/R) injury	SH-SY5Ycells; N2a cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	33216728
279	Human	DLX6-AS1	lncRNA	lipopolysaccharide (LPS)	sepsis-induced acute kidney injury	HK-2 cells	lipopolysaccharide (LPS) treatment	LPS induced DLX6-AS1 expression in HK-2 cells	32666494
280	Human	DNM3OS	lncRNA	palmitic acid (PA)	diabetes mellitus (DM)	THP1 macrophages (TMC) and human primary macrophages	palmitic acid (PA) treatment	upregulated	29930005
281	Human	DNM3OS	lncRNA	TGF-¦Â1	prostatic hyperplasia (BPH)	prostate stromal cells (PrSCs) were primary cultured from BPH tissue	TGF¦Â1 treatment	"DNM3OS expression was the most upregulated lncRNA in PrSCs induced by TGF¦Â1, DNM3OS silencing decreases the protein level of COL3A1 upon TGF¦Â1 stimulation"	31694982
282	Human	DPP10-AS1	lncRNA	tetramethylpyrazine (TMP)	prostate cancer	PC3 cells; DU145 cells	Tetramethylpyrazine (TMP) treatment	upregulated	32319592
283	Human	DYNLRB2-2	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 macrophages	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	24493833
284	Human	DYN-LRB2-2	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	28815701
285	Human	DYN-LRB2-2	lncRNA	oxidized low density lipoprotein (ox-LDL)	cholesterol efflux	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	LincRNA DYN-LRB2-2 was upregulated in oxLDL-treated THP-1 cells.	28815701
286	Human	EBF3-AS	lncRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	SH-SY5Y cells	amyloid-¦Â (A¦Â) 25-35 treatment	Ab25¨C35 induced the upregulation of EBF3-AS.	29298096
287	Human	EBLN3P	lncRNA	enterovirus 71 (EV71)	hand-foot-mouth disease (HFMD)	human rhabdomyosarcoma (RD) cells	Enterovirus 71 (EV71) treatment	upregulated	30314355
288	Human	EFNA3	lncRNA	hypoxia	breast cancer	MDA-MB231-EphrinA3-Luc cells;MDA-MB231-Luc cells	"cells were placed in a 1% O2, 5% CO2?and 94% N2?gas mixture treatment"	upregulated	25023702
289	Human	EGFR-AS1	lncRNA	gemcitabine and cisplatin	non small cell lung cancer (NSCLC)	plasma	gemcitabine and cisplatin treatment	"the plasma levels of EGFR-AS1 were increased in patients with NSCLC, particularly in GP-resistant patient plasma."	30431074
290	Human	EGFR-AS1	lncRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	"The human NLCLC cell lines, A549, NCI-H460, NCI-H1299 and NCI-H358"	cisplatin (DPP) treatment	upregulated	30431074
291	Human	EGOT	lncRNA	hypoxia	autophagy	HK-2 cells	hypoxia treatment	The lncRNA EGOT expression was significantly downregulated in renal tubular cells during hypoxia-induced autophagy.	32030803
292	Human	ELIT-1	lncRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	"Huh7, A549, HepG2, HaCaT cells"	TGF¦Â treatment	upregulated	30952633
293	Human	LINC01480	lncRNA	hydroquinone (HQ)	leukemia	TK6 cells	HQ	dysregulated	29221148
294	Human	DSCAM-AS1	lncRNA	doxorubicin (DOX)	breast cancer	MCF-7 cells	doxorubicin (ADR) treatment	upregulated	32547604
295	Human	LINC00843	lncRNA	high glucose (HG)	hyperglycemia-induced vascular endothelial cell damage	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	downregulated	32689997
296	Human	ANKRD20A8P	lncRNA	cadmium (Cd)	cadmium-induced toxicity	16HBE cells	cadmium (Cd) treatment	upregulated	33447366
297	Human	NALT1	lncRNA	sub-lethal heat	hepatocellular carcinoma (HCC)	"human SMMC-7721, HepG2, and MHCC97-H HCC cells"	treat with sub-lethal heat treatment	upregulated	28732507
298	Human	lncRNA 74.1	lncRNA	TGF-¦Â	renal fibrosis	HK2 cells	TGF-¦Â treatment	LncRNA ENST000004537741 was significantly downregulated in the TGF-¦Â-induced HK-2 cell fibrosis	30317629
299	Human	lncRNA 74.1	lncRNA	TGF-¦Â	renal fibrosis	human HK-2 cell	TGF-¦Â treatment	The expression of LncRNA 741 was significantly downregulated in the TGF-¦Â-induced HK-2 cell fibrosis and clinical renal fibrosis specimens	30317629
300	Human	DSCAM-AS1	lncRNA	doxorubicin (DOX)	breast cancer	MCF-7 cells	doxorubicin (ADR) treatment	downregulated	32547604
301	Human	ANKRD18DP	lncRNA	doxorubicin (DOX)	breast cancer	MCF-7 cells	doxorubicin (ADR) treatment	downregulated	32547604
302	Human	LINC02577	lncRNA	X-rays	hypopharyngeal cancer	RS-FaDu cells	4 Gy radiation	upregulated	28487500
303	Human	BG772796.1	lncRNA	paclitaxel (PTX)	lung cancer	A549 human lung cancer cells	paclitaxel (PTX) treatment	downregulated	31516584
304	Human	BE779106.1	lncRNA	coal tar pitch (CTP)	lung cancer	human bronchial epithelial cells (BAES-2B)	coal tar pitch (CTP) treatment	LncRNA-ENST00000501520 could promote the proliferation in malignant-transformed BEAS-2B cells induced with CTP extract which may be mediated by target genes.	31033183
305	Human	BE779106.1	lncRNA	coal tar pitch extracts (CTPE)	lung cancer	malignant-transformed Human bronchial epithelial (BEAS-2B) cells	coal tar pitch extracts (CTPE) treatment	upregulated	32470693
306	Human	uc063pbz.2	lncRNA	dexamethasone (DEX)	steatosis	HepG6 cells	dexamethasone (Dex) treatment	upregulated	29409992
307	Human	C1RL-AS1	lncRNA	coal tar pitch extracts (CTPE)	lung cancer	malignant-transformed Human bronchial epithelial (BEAS-2B) cells	coal tar pitch extracts (CTPE) treatment	upregulated	32470693
308	Human	uc058qvk.1	lncRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	HCT116 cells; LoVo cells	5-fluorouracil (5-FU) treatment	ENST00000547547 was downregulated in 5-FU-resistant CRC cells in comparison with the parental cells.	29115526
309	Human	CB852161.1	lncRNA	coal tar pitch extracts (CTPE)	lung cancer	malignant-transformed Human bronchial epithelial (BEAS-2B) cells	coal tar pitch extracts (CTPE) treatment	upregulated	32470693
310	Human	ENST00000567668.1	lncRNA	sub-lethal heat	hepatocellular carcinoma (HCC)	"human SMMC-7721, HepG2, and MHCC97-H HCC cells"	treat with sub-lethal heat treatment	upregulated	28732507
311	Human	BX116192.1	lncRNA	dexamethasone (DEX)	steatosis	HepG6 cells	dexamethasone (Dex) treatment	upregulated	29409992
312	Human	ENST00000570843.1	lncRNA	sub-lethal heat	hepatocellular carcinoma (HCC)	"human SMMC-7721, HepG2, and MHCC97-H HCC cells"	treat with sub-lethal heat treatment	upregulated	28732507
313	Human	ENST00000574654.1	lncRNA	hypoxia	renal cell carcinoma (RCC)	SW839 cells; OSRC cells	hypoxia treatment	hypoxia promoted RCC cell invasion through HIF-1¦Á/lncRNA (ENST00000574654.1)/hnRNP/VEGF-A pathway.	32774742
314	Human	NARF-AS1	lncRNA	sub-lethal heat	hepatocellular carcinoma (HCC)	"human SMMC-7721, HepG2, and MHCC97-H HCC cells"	treat with sub-lethal heat treatment	upregulated	28732507
315	Human	ZNF667-AS1	lncRNA	doxorubicin (DOX)	breast cancer	MCF-7 cells	doxorubicin (ADR) treatment	upregulated	32547604
316	Human	ZNF528-AS1	lncRNA	high glucose (HG)	hyperglycemia-induced vascular endothelial cell damage	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	upregulated	32689997
317	Human	ENST00000602478.1	lncRNA	sub-lethal heat	hepatocellular carcinoma (HCC)	"human SMMC-7721, HepG2, and MHCC97-H HCC cells"	treat with sub-lethal heat treatment	upregulated	28732507
318	Human	ZNF658B	lncRNA	dexamethasone (DEX)	steatosis	HepG6 cells	dexamethasone (Dex) treatment	upregulated	29409992
319	Human	BC028413.1	lncRNA	¦Á-melanocyte-stimulating hormone (¦Á-MSH)	skin pigmentation disorders	human skin primary melanocytes (MCs)	¦Á-MSH treatment	upregulated	33318297
320	Human	BF244201.1	lncRNA	dexamethasone (DEX)	steatosis	HepG6 cells	dexamethasone (Dex) treatment	upregulated	29409992
321	Human	BF244201.1	lncRNA	dexamethasone (DEX)	steatosis	?HepG2 cell lines	dexamethasone (DEX) treatment	"ENST00000608794 plays an important role in dexamethasone induced steatosis, which was partly mediated by derepressing of PDK4 through competitively binding to miR-15b-5p."	31330194
322	Human	BF244201.1	lncRNA	dexamethasone (DEX)	steatosis	hepatocytes	dexamethasone (DEX) treatment	upregulated	31330194
323	Human	BC017676.1	lncRNA	high glucose (HG)	hyperglycemia-induced vascular endothelial cell damage	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	upregulated	32689997
324	Human	AK123910.1	lncRNA	high glucose (HG)	hyperglycemia-induced vascular endothelial cell damage	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	downregulated	32689997
325	Human	EPB41L4A-AS1	lncRNA	gemcitabine (GEM)	ancreatic cancer (PC)	SW1990 cells	gemcitabine (GEM) treatment	downregulated	30113217
326	Human	EPB41L4A-AS2	lncRNA	docetaxel (DTX)	breast cancer	MCF7 cells; MDA cells	docetaxel (DTX) treatment	downregulated	29683761
327	Human	EPEL	lncRNA	carboplatin (CBP)	ovarian endometrioid adenocarcinoma	human ovarian endometrioid adenocarcinoma cell line SNU-251	carboplatin (CBP) treatment	"EPEL overexpression increased, whereas small interfering RNA (siRNA) silencing reduced the viability of SNU-251 cells under carboplatin treatment."	31621389
328	Human	EPIC1	lncRNA	dexamethasone (DEX)	osteoblast injury	OB-6 osteoblastic cells; primary human osteoblasts	dexamethasone (Dex) treatment	"In OB-6 osteoblastic cells and primary human osteoblasts, treatment with Dex increased expression of Lnc-EPIC1."	29959919
329	Human	EPIC1	lncRNA	H2O2	neuronal cell injury	SH-SY5Y neuronal cells and primary human neuron cultures	hydrogen peroxide (H2O2) treatment	downregulated	31812951
330	Human	EPR	lncRNA	TGF-¦Â	cell proliferation	human mammary gland adenocarcinoma cells MDAMB-231	TGF-¦Â treatment	TGF-¦Â induced a small increase in EPR levels followed by rapid downregulated	31036808
331	Human	ERLR	lncRNA	TGF-¦Â1	cell proliferation	ARPE-19 cells; phRPE cells	TGF-¦Â1 treatment	ERLR was upregulated in RPE cells stimulated with transforming growth factor (TGF)-¦Â1 as detected by lncRNA microarray and RT-PCR	33664479
332	Human	ES3	lncRNA	high glucose (HG)	calcification/senescence	human aortic vascular smooth muscle cells (HA-VSMCs)	high glucose (HG) treatment	upregulated	32483833
333	Human	ES3	lncRNA	high glucose (HG)	vascular calcification (VC)	human aorta vascular smooth muscle cells (HA-VSMCs)	high glucose treatment	lncRNA-ES3 inhibited miR-34c-5p expression by direct interaction and its knockdown suppressed the calcification/senescence of HA-VSMCs.	30654331
334	Human	F11-AS1	lncRNA	hepatitis B virus X protein (HBx)	HBV-associated hepatocellular carcinoma (HCC)	HepG2.2.15 cells	HBx-induce	downregulated	31880390
335	Human	F11-AS1	lncRNA	hepatitis B virus (HBV)	hepatocellular carcinoma (HCC)	HepG2.2.15 cells	hepatitis B virus (HBV) infection	downregulated	31880390
336	Human	FA2H-2	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	"human umbilical vein endothelial cells (ECs; ATCC CRL-1730), and human aorta vascular smooth muscle cells (SMCs; ATCC CRL-1999)"	oxidized low-density lipoprotein (OX-LDL) treatment	downregulated	30683918
337	Human	FAL1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	brain endothelial cell damage	human primary brain microvascular endothelial cells (HBMVECs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	The lncRNA FAL1 protects against hypoxia-reoxygenation- induced brain endothelial damages through regulating PAK1	31927658
338	Human	FAL1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	diabetic atherosclerosis	HUVECs	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	30338819
339	Human	FAM133B-2	lncRNA	X-rays	nasopharyngeal carcinoma (NPC)	CNE-2 cells; 6-10B cells	X-ray radiation treatment	FAM133B-2 is highly expressed in the radio-resistant nasopharyngeal carcinoma cells.	32889799
340	Human	FAM225A	lncRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	HepG2 cells	sorafenib treatment	FAM225A expression is dramatically upregulated in sorafenib-resistant HepG2/SOR cells	33245102
341	Human	FAM83H-AS1	lncRNA	TGF-¦Â	oesophageal squamous cell carcinoma (ESCC)	Eca109 cells	TGF-¦Â treatment	upregulated	32583631
342	Human	FAM83H-AS1	lncRNA	staphylococcal protein A (SpA)	osteomyelitis	Human bone mesenchymal stem cells (hBMSCs)	staphylococcal protein A (SpA) treatment	FAM83H-AS1/miR-541-3p/WNT3A ameliorated SpA-mediated inhibition of the osteogenic differentiation of hBMSCs	31871129
343	Human	FANCI-2	lncRNA	human papilloma virus (HPV)	cervical cancer (CC)	human foreskin keratinocytes (HFK)K-derived organotypic raft cultures	HPV infectionn	upregulated	33436409
344	Human	FAS-AS1	lncRNA	hydroquinone (HQ)	benzene-induced carcinogenesis	TK6 cells	Hydroquinone (HQ) treatment	downregulated	32088430
345	Human	FBXL19-AS1	lncRNA	sophorae Fructus	hepatocellular carcinoma (HCC)	Huh7 cells	sophorae Fructus treatment	"Flavonoids of Sophorae Fructus could inhibite the proliferation, migration and invasion of hepatoma cells by regulating LncRNA FBXL19-AS1/miR-342-3p pathway"	33164374
346	Human	FENDRR	lncRNA	adriamycin (ADR)	chronic lymphocytic leukemia (CLL)	human chronic myeloid leukemia cell line K562 and KCL22	adriamycin (ADR) treatment	downregulated	31180580
347	Human	FENDRR	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	human retinal endothelial cells (HRECs)	high glucose (HG) treatment	upregulated	30700211
348	Human	FENDRR	lncRNA	hypoxia and TGF¦Â1	idiopathic pulmonary fibrosis (IPF)	human pulmonary fibroblasts (HPFs)	hypoxia and TGF¦Â1 treatment	downregulated	31925944
349	Human	FENDRR	lncRNA	gonadotropin-releasing hormone agonist (GnRHa; Buserelin)	infertility	Infertility patients testicular biopsies	treat with GnRHa for 6 months	upregulated	28505621
350	Human	FER1L4	lncRNA	compression force (CF)	orthodontic tooth movement	human periodontal ligament stem cells (PDLSCs)	compressive force treatment	"After the application of compressive force, lncRNA FER1L4 was strongly upregulated."	33604341
351	Human	FER1L4	lncRNA	paclitaxel (PTX)	ovarian cancer (OC)	SKOV3 cells	paclitaxel (PTX) treatment	downregulated	30444026
352	Human	FEZF1-AS1	lncRNA	hypoxia	pancreatic cancer (PC)	human PC cell lines PANC©\1;SW1990	hypoxic condition induce	"In PC cell lines, FEZF1-AS1 acted as an oncogene via promoting PC cell proliferation and invasion through miR-142/HIF-1¦Á axis under hypoxic condition."	30693518
353	Human	FEZF1-AS1	lncRNA	normoxia	pancreatic cancer (PC)	"human PC cell lines PANC©\1, SW1990"	normoxia condition induce	upregulated	30693518
354	Human	FEZF1-AS1	lncRNA	TGF-¦Â2	posterior capsular opacification (PCO)	Human Lens Epithelial Cells SRA01/04	?TGF-¦Â2 treatment	upregulated	31281667
355	Human	FGD5-AS1	lncRNA	cisplatin (DDP)	lung adenocarcinoma (LUAD)	A549 cells; Hcc827 cells; lung adenocarcinoma (LAD) tissues	cisplatin treatment	FGD5-AS1 was highly expressed in DDP-resistant LAD tissues and cells.	33416094
356	Human	FGD5-AS1	lncRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells; H1299 cells; Non-small cell lung cancer (NSCLC) tissues	cisplatin treatment	FGD5-AS1 was upregulated in DDP-resistant tumors and cells compared with DDP-sensitive ones.	32534055
357	Human	FGD5-AS1	lncRNA	lipopolysaccharide (LPS)	periodontitis	primary human periodontal ligament cells (PDLC	lipopolysaccharide (LPS) treatment	upregulated of lncRNA FGD5-AS1 could protect against periodontitis via regulating the miR-142-3p/SOCS6/NF-¦ÊB signals.	31144533
358	Human	FLJ46906	lncRNA	etoposide (VP-16)	DNA damage	human HepG2 cells	etoposide treatment	upregulated	31889167
359	Human	FLJ46906	lncRNA	helicobacter pylori (H. pylori)	gastric cancer (GC)	AGS cells	Helicobacter pylori (H. pylori) infection	upregulated	32457731
360	Human	FLJ46906	lncRNA	mercury II chloride	heavy metal stress	human HepG2 cells	mercury II chloride treatment	upregulated	31889167
361	Human	FLJ46906	lncRNA	H2O2	oxidative stress	human HepG2 cells	H2O2 treatment	upregulated	31889167
362	Human	FOXD2-AS1	lncRNA	cisplatin (DDP)	cisplatin (DDP) resistance	TE-1/DDP	cisplatin treatment	Overexpression of the Long Noncoding RNA FOXD2-AS1 Promotes Cisplatin Resistance in Esophageal Squamous Cell Carcinoma Through the miR-195/Akt/mTOR Axis	31558183
363	Human	FOXD2-AS1	lncRNA	cisplatin (DDP)	esophageal squamous cell carcinoma (ESCC)	The human ESCC cell line TE-1	cisplatin treatment	upregulated	31558183
364	Human	FoxD2-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	The human glioma cell lines U251 and A172	temozolomide (TMZ) treatment	"Knockdown of FoxD2-AS1 decreased the proliferation, metastatic ability of glioma cells and promote the sensitivity to TMZ in glioma cells"	31680769
365	Human	FOXD2-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	"human glioma cell lines (U87, U251, LN229, A172)"	temozolomide (TMZ) treatment	"downregulated FOXD2-AS1 repressed invasion, proliferation, migration and drug resistance of drug-resistant glioma cells while stimulating their apoptosis via increasing miR-98-5p and inhibiting CPEB4 expression."	31770107
366	Human	FOXD2-AS1	lncRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	HepG2 and HUH7 cells	sorafenib treatment	downregulated	31210410
367	Human	FOXD2-AS1	lncRNA	IL-1¦Â and/or TNF-¦Á	osteoarthritis (OA)	Human cartilage C28/I2 cells	IL-1¦Â and/or TNF-¦Á treatment	"IL-1¦Â and/or TNF-¦Á treatment could increase FOXD2-AS1 expression in chondrocytes. FOXD2-AS1 overexpression induced cell proliferation, inflammation and extracellular matrix (ECM) degradation in chondrocytes."	30945573
368	Human	FOXD2-AS1	lncRNA	hypoxia-inducible factor 1¦Á (HIF-1¦Á)	osteosarcoma (OS)	"Normal osteoblastic cell line (hFOB); osteosarcoma cell lines (MG63, Saos-2, 143B, U2-OS)"	HIF-1¦Á overexpression	upregulated	31228799
369	Human	FOXD3-AS1	lncRNA	hypoxia	hypoxia-induced cardiac dysfunctions	AC16 cells	hypoxia treatment	Hypoxia exposure caused an upregulation of FOXD3-AS1 in AC16 cells.	32973515
370	Human	FOXD3-AS1	lncRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells; H1299 cells	cisplatin treatment	FOXD3-AS1 was upregulated in cisplatin-resistant NSCLC cells (A549/DDP and H1299/DDP cells) in comparison with their parental cell lines.	32742197
371	Human	FR075921	lncRNA	progesterone (P4)	lung cancer	A549 cells	progesterone (P4) treatment	downregulated	32391956
372	Human	FR324124	lncRNA	progesterone (P4)	lung cancer	A549 cells	progesterone (P4) treatment	downregulated	32391956
373	Human	FTH1P3	lncRNA	paclitaxel (PTX)	breast cancer	MCF-7 cells; MDA-MB-231 cells	paclitaxel (PTX) treatment	lncRNA FTH1P3 was upregulated in paclitaxel-resistant breast cancer tissue and cells (MCF-7/PTX and MDA-MB-231/PTX cells)	29971911
374	Human	GABPB1-AS1	lncRNA	human papilloma viruses 16 (HPV16) E6	cervical cancer (CC)	C33A cells; SiHa cells; CaSki cells	human papillomaviruses 16 (HPV16) E6 infection	upregulated	32844486
375	Human	GABPB1-AS1	lncRNA	etoposide (VP-16)	DNA damage	human HepG2 cells	etoposide treatment	upregulated	31889167
376	Human	GABPB1-AS1	lncRNA	erastin	ferroptosis	HepG2 hepatocellular carcinoma cells	erastin treatment	upregulated	31700067
